"target_name","target_mean","target_non_zero_count"
"ENSG00000117154.12",2.91285325627865e-06,2
"ENSG00000179023.8",2.91285325627865e-06,2
"ENSG00000235282.3",1.60206929095326e-05,11
"ENSG00000225478.2",0,0
"ENSG00000009709.12",7.28213314069667e-06,5
"ENSG00000179002.5",0,0
"ENSG00000255275.3",4.36927988441797e-06,3
"ENSG00000159423.17",0.00126854759310935,830
"ENSG00000169991.11",7.5734184663245e-05,51
"ENSG00000127481.15",0.0629613231344631,16688
"ENSG00000127463.15",0.0112072029035321,5797
"ENSG00000053372.5",0.059551828397989,16760
"ENSG00000286064.1",5.38877852411552e-05,37
"ENSG00000211454.14",0.000377214496688086,248
"ENSG00000162482.5",8.8842024316499e-05,61
"ENSG00000270728.1",0.000313131725049955,213
"ENSG00000053371.12",0.0513725364543585,15299
"ENSG00000040487.13",0.0149036136857497,7370
"ENSG00000077549.18",0.0766080406401286,21267
"ENSG00000173436.15",0.044865222279832,14366
"ENSG00000158747.14",0.000176227622004859,117
"ENSG00000270136.6",2.91285325627865e-06,2
"ENSG00000226396.1",0.000967067281084514,642
"ENSG00000158748.4",1.45642662813932e-06,1
"ENSG00000162542.13",0.000902984509446383,582
"ENSG00000178828.7",0,0
"ENSG00000169914.6",0.0038624434178255,2353
"ENSG00000188784.4",0,0
"ENSG00000188257.11",1.45642662813932e-06,1
"ENSG00000127472.11",1.74771195376719e-05,12
"ENSG00000117215.14",0.000119426983507425,81
"ENSG00000158786.4",1.45642662813932e-06,1
"ENSG00000187980.6",0.000318957431562513,214
"ENSG00000162543.6",0.00148409873407397,929
"ENSG00000158816.15",0.000276721059346472,186
"ENSG00000162545.6",0.00291722253616307,1698
"ENSG00000090432.7",0.00655391982662697,3848
"ENSG00000215520.3",0,0
"ENSG00000183114.8",2.18463994220899e-05,15
"ENSG00000158825.6",3.78670923316225e-05,21
"ENSG00000158828.8",0.00429791497963916,2610
"ENSG00000244038.9",0.0467017762579157,15770
"ENSG00000117245.12",0.000104862717226032,67
"ENSG00000235432.1",1.45642662813932e-06,1
"ENSG00000189410.12",1.16514130251146e-05,8
"ENSG00000127483.18",0.0667553145007661,18992
"ENSG00000075151.20",0.0126519781186463,6197
"ENSG00000233072.1",9.75805840853349e-05,67
"ENSG00000236073.2",1.01949863969753e-05,7
"ENSG00000235112.1",4.36927988441797e-06,3
"ENSG00000117298.16",0.00263176291704776,1590
"ENSG00000236216.5",7.28213314069663e-06,5
"ENSG00000228823.1",0,0
"ENSG00000227001.3",0.000120883410135564,78
"ENSG00000187952.9",0,0
"ENSG00000186543.7",0,0
"ENSG00000142794.18",0.00141419025592329,908
"ENSG00000176378.8",0,0
"ENSG00000162551.14",4.36927988441799e-05,27
"ENSG00000076864.19",0.0107892084612561,5597
"ENSG00000090686.15",0.0587202087933214,17734
"ENSG00000231978.2",2.33028260502293e-05,16
"ENSG00000187942.11",1.3107839653254e-05,8
"ENSG00000142798.20",0.00184820539110881,1163
"ENSG00000232037.3",8.4472744432081e-05,58
"ENSG00000283234.1",1.45642662813932e-06,1
"ENSG00000219073.7",0.000144186236185794,98
