gene_id,gRNA_group,pair_type
C3orf86,NTC-5,negative_control
C5orf24,NTC-5,negative_control
C8orf59,NTC-5,negative_control
CALCOCO1,NTC-5,negative_control
CALM1,NTC-5,negative_control
CAND2,NTC-5,negative_control
CANX,NTC-5,negative_control
CAPZA1,NTC-5,negative_control
CASP10,NTC-5,negative_control
CBFA2T3,NTC-5,negative_control
CCDC136,NTC-5,negative_control
CCDC25,NTC-5,negative_control
CCNE2,NTC-5,negative_control
CCNO,NTC-5,negative_control
CCT6P1,NTC-5,negative_control
CD164,NTC-5,negative_control
CD2AP,NTC-5,negative_control
CDH8,NTC-5,negative_control
CDKL3,NTC-5,negative_control
CDKN2AIPNL,NTC-5,negative_control
CELF1,NTC-5,negative_control
CELF2,NTC-5,negative_control
CENPBD1,NTC-5,negative_control
CENPF,NTC-5,negative_control
CENPU,NTC-5,negative_control
CEP250,NTC-5,negative_control
CHAC1,NTC-5,negative_control
CHCHD3,NTC-5,negative_control
CHCHD7,NTC-5,negative_control
CHMP4B,NTC-5,negative_control
CHRNB1,NTC-5,negative_control
CLASP1,NTC-5,negative_control
CLIP1,NTC-5,negative_control
CLNS1A,NTC-5,negative_control
CLPB,NTC-5,negative_control
CLTC,NTC-5,negative_control
CLUH,NTC-5,negative_control
CNOT1,NTC-5,negative_control
CNOT6L,NTC-5,negative_control
COA3,NTC-5,negative_control
COG8,NTC-5,negative_control
COIL,NTC-5,negative_control
COX7C,NTC-5,negative_control
CPNE1,NTC-5,negative_control
CPOX,NTC-5,negative_control
CROT,NTC-5,negative_control
CTBS,NTC-5,negative_control
CTCF,NTC-5,negative_control
CTNNAL1,NTC-5,negative_control
DAG1,NTC-5,negative_control
DCAF12,NTC-5,negative_control
DCP1A,NTC-5,negative_control
DDX21,NTC-5,negative_control
DDX50,NTC-5,negative_control
DEDD,NTC-5,negative_control
DENND5A,NTC-5,negative_control
DENND5B,NTC-5,negative_control
DENND6B,NTC-5,negative_control
DGKQ,NTC-5,negative_control
DGLUCY,NTC-5,negative_control
DHX15,NTC-5,negative_control
DLC1,NTC-5,negative_control
DMXL1,NTC-5,negative_control
DNAJB4,NTC-5,negative_control
DNAJC14,NTC-5,negative_control
DNAJC25-GNG10,NTC-5,negative_control
DNAJC8,NTC-5,negative_control
DNAJC9,NTC-5,negative_control
DPF1,NTC-5,negative_control
DPH2,NTC-5,negative_control
DSC1,NTC-5,negative_control
DST,NTC-5,negative_control
DYNLT3,NTC-5,negative_control
E4F1,NTC-5,negative_control
EDARADD,NTC-5,negative_control
EFEMP1,NTC-5,negative_control
EFTUD2,NTC-5,negative_control
EIF1AX,NTC-5,negative_control
EIF2AK1,NTC-5,negative_control
EIF3J,NTC-5,negative_control
EIF4A1,NTC-5,negative_control
ELF2,NTC-5,negative_control
ELK1,NTC-5,negative_control
ELL2,NTC-5,negative_control
ELMSAN1,NTC-5,negative_control
ELOVL1,NTC-5,negative_control
ELOVL5,NTC-5,negative_control
ELOVL6,NTC-5,negative_control
ELP1,NTC-5,negative_control
EMBP1,NTC-5,negative_control
EMC4,NTC-5,negative_control
EOGT,NTC-5,negative_control
EPM2A,NTC-5,negative_control
ETFA,NTC-5,negative_control
F2R,NTC-5,negative_control
FAAP100,NTC-5,negative_control
FAM126B,NTC-5,negative_control
FAM13A,NTC-5,negative_control
FAM153C,NTC-5,negative_control
FAM162A,NTC-5,negative_control
FAM174B,NTC-5,negative_control
FAM185A,NTC-5,negative_control
FAM24B,NTC-5,negative_control
FAM32A,NTC-5,negative_control
FAR2,NTC-5,negative_control
FBXO34,NTC-5,negative_control
FBXW7,NTC-5,negative_control
FDX1,NTC-5,negative_control
FDXR,NTC-5,negative_control
FGF5,NTC-5,negative_control
FHL2,NTC-5,negative_control
FKBP8,NTC-5,negative_control
FLVCR1,NTC-5,negative_control
FRG1GP,NTC-5,negative_control
FRG1HP,NTC-5,negative_control
FRYL,NTC-5,negative_control
GAB1,NTC-5,negative_control
GDI1,NTC-5,negative_control
GGA1,NTC-5,negative_control
GLYR1,NTC-5,negative_control
GNB1L,NTC-5,negative_control
GNGT1,NTC-5,negative_control
GNS,NTC-5,negative_control
GOLGA8B,NTC-5,negative_control
GON7,NTC-5,negative_control
GPD2,NTC-5,negative_control
GPX4,NTC-5,negative_control
GRINA,NTC-5,negative_control
GSKIP,NTC-5,negative_control
GSTZ1,NTC-5,negative_control
GTDC1,NTC-5,negative_control
GTF3C4,NTC-5,negative_control
GYG1,NTC-5,negative_control
H2AFY,NTC-5,negative_control
HAUS6,NTC-5,negative_control
HBA1,NTC-5,negative_control
HCN3,NTC-5,negative_control
HDAC8,NTC-5,negative_control
HDDC3,NTC-5,negative_control
HEATR3,NTC-5,negative_control
HEBP1,NTC-5,negative_control
HELLS,NTC-5,negative_control
HIBCH,NTC-5,negative_control
HIF1A,NTC-5,negative_control
HIST1H1D,NTC-5,negative_control
HIST1H2AI,NTC-5,negative_control
HJURP,NTC-5,negative_control
HMBOX1,NTC-5,negative_control
HMGXB3,NTC-5,negative_control
HMMR,NTC-5,negative_control
HNRNPAB,NTC-5,negative_control
HNRNPC,NTC-5,negative_control
HOXC9,NTC-5,negative_control
HRAS,NTC-5,negative_control
HSD17B10,NTC-5,negative_control
IER2,NTC-5,negative_control
IER3IP1,NTC-5,negative_control
IFT122,NTC-5,negative_control
IFT43,NTC-5,negative_control
IGSF1,NTC-5,negative_control
IGSF8,NTC-5,negative_control
ILF3,NTC-5,negative_control
ILK,NTC-5,negative_control
INO80,NTC-5,negative_control
INTS3,NTC-5,negative_control
INTS6L,NTC-5,negative_control
INTS9,NTC-5,negative_control
IRS2,NTC-5,negative_control
ISG15,NTC-5,negative_control
JADE1,NTC-5,negative_control
JPT2,NTC-5,negative_control
KDM4A,NTC-5,negative_control
KHDC4,NTC-5,negative_control
KIAA0586,NTC-5,negative_control
KLF6,NTC-5,negative_control
KLHL17,NTC-5,negative_control
KLHL22,NTC-5,negative_control
KMT5C,NTC-5,negative_control
LAPTM5,NTC-5,negative_control
LCA5L,NTC-5,negative_control
LEO1,NTC-5,negative_control
LHFPL2,NTC-5,negative_control
LIG4,NTC-5,negative_control
LIN28B,NTC-5,negative_control
LINC01399,NTC-5,negative_control
LINS1,NTC-5,negative_control
LITAF,NTC-5,negative_control
LRP10,NTC-5,negative_control
LYN,NTC-5,negative_control
LYRM4,NTC-5,negative_control
MACF1,NTC-5,negative_control
MADD,NTC-5,negative_control
MAGEA6,NTC-5,negative_control
MAPRE2,NTC-5,negative_control
MARCH7,NTC-5,negative_control
MARCH9,NTC-5,negative_control
MARK2,NTC-5,negative_control
MARS2,NTC-5,negative_control
MAT2A,NTC-5,negative_control
MATK,NTC-5,negative_control
MAZ,NTC-5,negative_control
MCM8,NTC-5,negative_control
MCMBP,NTC-5,negative_control
MCMDC2,NTC-5,negative_control
MED15P9,NTC-5,negative_control
MED16,NTC-5,negative_control
MED7,NTC-5,negative_control
METTL5,NTC-5,negative_control
MFAP1,NTC-5,negative_control
MGST3,NTC-5,negative_control
MICALL2,NTC-5,negative_control
MITD1,NTC-5,negative_control
MMADHC,NTC-5,negative_control
MNT,NTC-5,negative_control
MRPL14,NTC-5,negative_control
MRPL30,NTC-5,negative_control
MRPL43,NTC-5,negative_control
MRPL50,NTC-5,negative_control
MRPS17P1,NTC-5,negative_control
MRPS30,NTC-5,negative_control
MRTO4,NTC-5,negative_control
MT2A,NTC-5,negative_control
MTMR12,NTC-5,negative_control
MYC,NTC-5,negative_control
MYDGF,NTC-5,negative_control
MZT2B,NTC-5,negative_control
NAA38,NTC-5,negative_control
NAE1,NTC-5,negative_control
NAGLU,NTC-5,negative_control
NAT10,NTC-5,negative_control
NBN,NTC-5,negative_control
NCBP2,NTC-5,negative_control
NDUFB10,NTC-5,negative_control
NDUFB8,NTC-5,negative_control
NEPRO,NTC-5,negative_control
NETO2,NTC-5,negative_control
NFIX,NTC-5,negative_control
NFYB,NTC-5,negative_control
NIP7,NTC-5,negative_control
NME4,NTC-5,negative_control
NMI,NTC-5,negative_control
NMNAT3,NTC-5,negative_control
NOC4L,NTC-5,negative_control
NOCT,NTC-5,negative_control
NOL8,NTC-5,negative_control
NOP16,NTC-5,negative_control
NOP9,NTC-5,negative_control
NT5C2,NTC-5,negative_control
NUCKS1,NTC-5,negative_control
NUSAP1,NTC-5,negative_control
OIP5,NTC-5,negative_control
OXNAD1,NTC-5,negative_control
P4HA1,NTC-5,negative_control
PACRGL,NTC-5,negative_control
PARD6B,NTC-5,negative_control
PARP1,NTC-5,negative_control
PARP6,NTC-5,negative_control
PARS2,NTC-5,negative_control
PATL1,NTC-5,negative_control
PDIA5,NTC-5,negative_control
PEX14,NTC-5,negative_control
PEX16,NTC-5,negative_control
PFDN1,NTC-5,negative_control
PHF8,NTC-5,negative_control
PHRF1,NTC-5,negative_control
PIK3C3,NTC-5,negative_control
PIM3,NTC-5,negative_control
PITPNM1,NTC-5,negative_control
PLAGL1,NTC-5,negative_control
PLCD3,NTC-5,negative_control
POGLUT1,NTC-5,negative_control
POLR3F,NTC-5,negative_control
POLRMT,NTC-5,negative_control
POP4,NTC-5,negative_control
PORCN,NTC-5,negative_control
POTEI,NTC-5,negative_control
PPIL3,NTC-5,negative_control
PPIL6,NTC-5,negative_control
PPM1D,NTC-5,negative_control
PPP3CC,NTC-5,negative_control
PPWD1,NTC-5,negative_control
PRKAA1,NTC-5,negative_control
PRKAR1B,NTC-5,negative_control
PRKCA,NTC-5,negative_control
PRKCQ,NTC-5,negative_control
PRNP,NTC-5,negative_control
PRR12,NTC-5,negative_control
PRRC2B,NTC-5,negative_control
PSMD2,NTC-5,negative_control
PSMG3,NTC-5,negative_control
PSTPIP2,NTC-5,negative_control
PTCD1,NTC-5,negative_control
PTK2B,NTC-5,negative_control
PTPRF,NTC-5,negative_control
PUM2,NTC-5,negative_control
PUS3,NTC-5,negative_control
QPRT,NTC-5,negative_control
R3HDM2,NTC-5,negative_control
RAB21,NTC-5,negative_control
RAC1,NTC-5,negative_control
RAC3,NTC-5,negative_control
RAF1,NTC-5,negative_control
RAP1B,NTC-5,negative_control
RBM48P1,NTC-5,negative_control
RBMX2,NTC-5,negative_control
RELL1,NTC-5,negative_control
RER1,NTC-5,negative_control
RHOC,NTC-5,negative_control
RNF141,NTC-5,negative_control
RNF167,NTC-5,negative_control
RNF207,NTC-5,negative_control
RNF25,NTC-5,negative_control
RNF2,NTC-5,negative_control
RPAP2,NTC-5,negative_control
RPS4X,NTC-5,negative_control
RRAGC,NTC-5,negative_control
RRBP1,NTC-5,negative_control
RSPRY1,NTC-5,negative_control
RTL10,NTC-5,negative_control
SAGE1,NTC-5,negative_control
SALL2,NTC-5,negative_control
SAMM50,NTC-5,negative_control
SCFD2,NTC-5,negative_control
SELENOO,NTC-5,negative_control
SELENOW,NTC-5,negative_control
SEPT6,NTC-5,negative_control
SF3B1,NTC-5,negative_control
SF3B3,NTC-5,negative_control
SGF29,NTC-5,negative_control
SGTA,NTC-5,negative_control
SH3BGR,NTC-5,negative_control
SIN3A,NTC-5,negative_control
SIPA1L1,NTC-5,negative_control
SLBP,NTC-5,negative_control
SLC10A4,NTC-5,negative_control
SLC12A4,NTC-5,negative_control
SLC15A4,NTC-5,negative_control
SLC1A4,NTC-5,negative_control
SLC22A4,NTC-5,negative_control
SLC25A6,NTC-5,negative_control
SLC29A3,NTC-5,negative_control
SLC2A1,NTC-5,negative_control
SLC39A4,NTC-5,negative_control
SLC44A5,NTC-5,negative_control
SLC6A6,NTC-5,negative_control
SLCO2B1,NTC-5,negative_control
SMAP1,NTC-5,negative_control
SMC2,NTC-5,negative_control
SMG5,NTC-5,negative_control
SMIM3,NTC-5,negative_control
SMIM4,NTC-5,negative_control
SMIM7,NTC-5,negative_control
SMPD4,NTC-5,negative_control
SNX27,NTC-5,negative_control
SNX2,NTC-5,negative_control
SOX5,NTC-5,negative_control
SOX6,NTC-5,negative_control
SPIN4,NTC-5,negative_control
SPR,NTC-5,negative_control
SPSB2,NTC-5,negative_control
SREBF2,NTC-5,negative_control
SRP14,NTC-5,negative_control
SRSF6,NTC-5,negative_control
SSSCA1,NTC-5,negative_control
STARD7,NTC-5,negative_control
STARD9,NTC-5,negative_control
STK35,NTC-5,negative_control
STK38L,NTC-5,negative_control
STMN1,NTC-5,negative_control
STYXL1,NTC-5,negative_control
SURF2,NTC-5,negative_control
SYDE2,NTC-5,negative_control
TAF4,NTC-5,negative_control
TARS2,NTC-5,negative_control
TBC1D20,NTC-5,negative_control
TBK1,NTC-5,negative_control
TEPSIN,NTC-5,negative_control
TESMIN,NTC-5,negative_control
TES,NTC-5,negative_control
TEX30,NTC-5,negative_control
THUMPD2,NTC-5,negative_control
TIMM13,NTC-5,negative_control
TIMM17B,NTC-5,negative_control
TKFC,NTC-5,negative_control
TLN1,NTC-5,negative_control
TMED5,NTC-5,negative_control
TMEM128,NTC-5,negative_control
TMEM160,NTC-5,negative_control
TMEM187,NTC-5,negative_control
TMEM199,NTC-5,negative_control
TMEM19,NTC-5,negative_control
TMEM205,NTC-5,negative_control
TMEM212,NTC-5,negative_control
TMEM238,NTC-5,negative_control
TMEM56,NTC-5,negative_control
TMUB2,NTC-5,negative_control
TMX1,NTC-5,negative_control
TNNI3,NTC-5,negative_control
TP53I3,NTC-5,negative_control
TP53,NTC-5,negative_control
TRA2A,NTC-5,negative_control
TRAPPC3,NTC-5,negative_control
TRAPPC6A,NTC-5,negative_control
TRIM32,NTC-5,negative_control
TRIP4,NTC-5,negative_control
TRMT5,NTC-5,negative_control
TRNT1,NTC-5,negative_control
TTC21B,NTC-5,negative_control
TTC8,NTC-5,negative_control
TTF2,NTC-5,negative_control
TTLL11,NTC-5,negative_control
TUBG1,NTC-5,negative_control
TUBGCP6,NTC-5,negative_control
UBE2J2,NTC-5,negative_control
UBE2K,NTC-5,negative_control
UBE2O,NTC-5,negative_control
UBXN7,NTC-5,negative_control
UGDH,NTC-5,negative_control
UQCR11,NTC-5,negative_control
USP34,NTC-5,negative_control
USP8,NTC-5,negative_control
VAMP7,NTC-5,negative_control
VKORC1L1,NTC-5,negative_control
VPS33A,NTC-5,negative_control
VPS4A,NTC-5,negative_control
VPS51,NTC-5,negative_control
VSIG10L,NTC-5,negative_control
VWA5A,NTC-5,negative_control
WBP2,NTC-5,negative_control
WDPCP,NTC-5,negative_control
WIPI2,NTC-5,negative_control
XBP1,NTC-5,negative_control
XIAP,NTC-5,negative_control
YIPF5,NTC-5,negative_control
YJU2,NTC-5,negative_control
YY1AP1,NTC-5,negative_control
ZCCHC4,NTC-5,negative_control
ZDHHC24,NTC-5,negative_control
ZFYVE21,NTC-5,negative_control
ZFYVE27,NTC-5,negative_control
ZKSCAN4,NTC-5,negative_control
ZMPSTE24,NTC-5,negative_control
ZMYND19,NTC-5,negative_control
ZNF148,NTC-5,negative_control
ZNF35,NTC-5,negative_control
ZNF391,NTC-5,negative_control
ZNF586,NTC-5,negative_control
ZNF596,NTC-5,negative_control
ZNF616,NTC-5,negative_control
ZNF623,NTC-5,negative_control
ZNF627,NTC-5,negative_control
ZNF638,NTC-5,negative_control
ZNF672,NTC-5,negative_control
ZNF713,NTC-5,negative_control
ZNF75A,NTC-5,negative_control
ZNF761,NTC-5,negative_control
ZNF782,NTC-5,negative_control
ZNF850,NTC-5,negative_control
ZNF92,NTC-5,negative_control
ZRANB3,NTC-5,negative_control
ZXDC,NTC-5,negative_control
ZYG11B,NTC-5,negative_control
AC018709.1,NTC-6,negative_control
AC073349.2,NTC-6,negative_control
AC106795.1,NTC-6,negative_control
ACAD10,NTC-6,negative_control
ACOX1,NTC-6,negative_control
ADAM15,NTC-6,negative_control
ADCK1,NTC-6,negative_control
ADD2,NTC-6,negative_control
ADIPOR1,NTC-6,negative_control
AJM1,NTC-6,negative_control
AKAP8,NTC-6,negative_control
AKR1A1,NTC-6,negative_control
ALKBH2,NTC-6,negative_control
ALMS1,NTC-6,negative_control
ANAPC7,NTC-6,negative_control
ANKMY1,NTC-6,negative_control
ANKRD13C,NTC-6,negative_control
ANKRD18B,NTC-6,negative_control
ANKRD20A17P,NTC-6,negative_control
ANKRD49,NTC-6,negative_control
ANO10,NTC-6,negative_control
ANXA3,NTC-6,negative_control
AP1B1,NTC-6,negative_control
AP1G1,NTC-6,negative_control
AP2B1,NTC-6,negative_control
APOL2,NTC-6,negative_control
ARFGAP2,NTC-6,negative_control
ARFIP1,NTC-6,negative_control
ARHGAP17,NTC-6,negative_control
ARHGAP28,NTC-6,negative_control
ARHGEF39,NTC-6,negative_control
ARL1,NTC-6,negative_control
ARRB2,NTC-6,negative_control
ASCL2,NTC-6,negative_control
ASNSD1,NTC-6,negative_control
ATAD2,NTC-6,negative_control
ATG101,NTC-6,negative_control
ATP13A3,NTC-6,negative_control
ATP5MC1,NTC-6,negative_control
ATP5MC2,NTC-6,negative_control
ATP5MPL,NTC-6,negative_control
ATP6AP2,NTC-6,negative_control
ATP9B,NTC-6,negative_control
ATXN2,NTC-6,negative_control
B4GALNT1,NTC-6,negative_control
BABAM1,NTC-6,negative_control
BAG5,NTC-6,negative_control
BAK1,NTC-6,negative_control
BCAS4,NTC-6,negative_control
BCLAF1,NTC-6,negative_control
BCORL1,NTC-6,negative_control
BLOC1S4,NTC-6,negative_control
BORCS8,NTC-6,negative_control
BPNT1,NTC-6,negative_control
BRD3OS,NTC-6,negative_control
BRD4,NTC-6,negative_control
BTBD1,NTC-6,negative_control
BTBD7,NTC-6,negative_control
BTRC,NTC-6,negative_control
C18orf32,NTC-6,negative_control
C1orf74,NTC-6,negative_control
C20orf27,NTC-6,negative_control
C20orf96,NTC-6,negative_control
C4orf48,NTC-6,negative_control
C5orf63,NTC-6,negative_control
C6orf106,NTC-6,negative_control
CACYBP,NTC-6,negative_control
CARS,NTC-6,negative_control
CASS4,NTC-6,negative_control
CAV2,NTC-6,negative_control
CAVIN1,NTC-6,negative_control
CBX1,NTC-6,negative_control
CBY1,NTC-6,negative_control
CCDC142,NTC-6,negative_control
CCDC167,NTC-6,negative_control
CCDC18,NTC-6,negative_control
CCDC90B,NTC-6,negative_control
CCNC,NTC-6,negative_control
CCNQ,NTC-6,negative_control
CCT8,NTC-6,negative_control
CD163,NTC-6,negative_control
CDC123,NTC-6,negative_control
CDC20,NTC-6,negative_control
CDC42EP3,NTC-6,negative_control
CDK10,NTC-6,negative_control
CDK19,NTC-6,negative_control
CDT1,NTC-6,negative_control
CDYL,NTC-6,negative_control
CECR7,NTC-6,negative_control
CEP41,NTC-6,negative_control
CEP44,NTC-6,negative_control
CEP95,NTC-6,negative_control
CFDP1,NTC-6,negative_control
CFL1,NTC-6,negative_control
CHD7,NTC-6,negative_control
CHMP1A,NTC-6,negative_control
CHORDC1,NTC-6,negative_control
CHST2,NTC-6,negative_control
CLASP2,NTC-6,negative_control
CLCC1,NTC-6,negative_control
CLDND2,NTC-6,negative_control
CLGN,NTC-6,negative_control
CLSTN3,NTC-6,negative_control
CLUAP1,NTC-6,negative_control
COA7,NTC-6,negative_control
COG4,NTC-6,negative_control
COL4A3BP,NTC-6,negative_control
COMMD8,NTC-6,negative_control
COPB1,NTC-6,negative_control
COPS3,NTC-6,negative_control
COQ8A,NTC-6,negative_control
COTL1,NTC-6,negative_control
CR381670.1,NTC-6,negative_control
CRACR2B,NTC-6,negative_control
CREBBP,NTC-6,negative_control
CRLF3,NTC-6,negative_control
CRY1,NTC-6,negative_control
CSNK1D,NTC-6,negative_control
CTDSPL,NTC-6,negative_control
CTNNA1,NTC-6,negative_control
DAAM1,NTC-6,negative_control
DAD1,NTC-6,negative_control
DALRD3,NTC-6,negative_control
DDIAS,NTC-6,negative_control
DDX10,NTC-6,negative_control
DDX18,NTC-6,negative_control
DDX23,NTC-6,negative_control
DDX24,NTC-6,negative_control
DECR2,NTC-6,negative_control
DENND1B,NTC-6,negative_control
DENND4B,NTC-6,negative_control
DFFB,NTC-6,negative_control
DHRS3,NTC-6,negative_control
DHX33,NTC-6,negative_control
DHX35,NTC-6,negative_control
DIPK2A,NTC-6,negative_control
DLD,NTC-6,negative_control
DMTF1,NTC-6,negative_control
DMWD,NTC-6,negative_control
DNAJB1,NTC-6,negative_control
DNAJC14,NTC-6,negative_control
DNASE1L1,NTC-6,negative_control
DNMBP,NTC-6,negative_control
DROSHA,NTC-6,negative_control
DUS4L,NTC-6,negative_control
DUSP13,NTC-6,negative_control
DYNC1I2,NTC-6,negative_control
E2F5,NTC-6,negative_control
E2F7,NTC-6,negative_control
EBP,NTC-6,negative_control
EEF1A1P19,NTC-6,negative_control
EEF2KMT,NTC-6,negative_control
EFCAB11,NTC-6,negative_control
EHD4,NTC-6,negative_control
EID1,NTC-6,negative_control
EIF3B,NTC-6,negative_control
EIF3K,NTC-6,negative_control
EIF4A1P4,NTC-6,negative_control
EIF4EBP2,NTC-6,negative_control
EMC3,NTC-6,negative_control
EMC9,NTC-6,negative_control
EME2,NTC-6,negative_control
EPB41L2,NTC-6,negative_control
EPC2,NTC-6,negative_control
EPS15L1,NTC-6,negative_control
ERCC6L,NTC-6,negative_control
ERCC6,NTC-6,negative_control
ERGIC1,NTC-6,negative_control
ESPN,NTC-6,negative_control
ETV1,NTC-6,negative_control
EVI5,NTC-6,negative_control
EWSR1,NTC-6,negative_control
EXOSC1,NTC-6,negative_control
FAAHP1,NTC-6,negative_control
FADD,NTC-6,negative_control
FAM104A,NTC-6,negative_control
FAM118A,NTC-6,negative_control
FAM120C,NTC-6,negative_control
FAM172A,NTC-6,negative_control
FAM192A,NTC-6,negative_control
FAM89B,NTC-6,negative_control
FBXO46,NTC-6,negative_control
FBXO48,NTC-6,negative_control
FEN1,NTC-6,negative_control
FIP1L1,NTC-6,negative_control
FITM2,NTC-6,negative_control
FLCN,NTC-6,negative_control
FLNB,NTC-6,negative_control
FNTA,NTC-6,negative_control
FOSL1,NTC-6,negative_control
FOXJ2,NTC-6,negative_control
FRG1CP,NTC-6,negative_control
FRG1DP,NTC-6,negative_control
FTSJ3,NTC-6,negative_control
GABBR1,NTC-6,negative_control
GAGE2A,NTC-6,negative_control
GALNT7,NTC-6,negative_control
GAPDH,NTC-6,negative_control
GATAD1,NTC-6,negative_control
GATC,NTC-6,negative_control
GGH,NTC-6,negative_control
GIN1,NTC-6,negative_control
GLE1,NTC-6,negative_control
GLRX2,NTC-6,negative_control
GLT8D1,NTC-6,negative_control
GLUD1P3,NTC-6,negative_control
GNAS,NTC-6,negative_control
GNB1L,NTC-6,negative_control
GNPDA1,NTC-6,negative_control
GOLGA2,NTC-6,negative_control
GOLGA8B,NTC-6,negative_control
GORASP2,NTC-6,negative_control
GPAT3,NTC-6,negative_control
GPSM1,NTC-6,negative_control
GSTM4,NTC-6,negative_control
GTF2A1,NTC-6,negative_control
GULP1,NTC-6,negative_control
GXYLT1,NTC-6,negative_control
HAGHL,NTC-6,negative_control
HAPLN2,NTC-6,negative_control
HAUS4,NTC-6,negative_control
HAUS5,NTC-6,negative_control
HCLS1,NTC-6,negative_control
HCN3,NTC-6,negative_control
HERC1,NTC-6,negative_control
HEXD,NTC-6,negative_control
HEY1,NTC-6,negative_control
HIC2,NTC-6,negative_control
HM13,NTC-6,negative_control
HOMEZ,NTC-6,negative_control
HPF1,NTC-6,negative_control
HRAS,NTC-6,negative_control
HS2ST1,NTC-6,negative_control
HSD17B1,NTC-6,negative_control
HSF1,NTC-6,negative_control
HTATIP2,NTC-6,negative_control
HUS1,NTC-6,negative_control
IDH2,NTC-6,negative_control
IER3IP1,NTC-6,negative_control
IFI27L1,NTC-6,negative_control
IK,NTC-6,negative_control
IKZF4,NTC-6,negative_control
IPO11,NTC-6,negative_control
