"Gene","gRNA","p_value"
"CERS5","NTC-10",0.31645260088451
"CERS6","NTC-10",0.95008046292021
"CES2","NTC-10",0.125246003808097
"CES3","NTC-10",0.627694776962475
"CETN2","NTC-10",0.454233619902864
"CETN3","NTC-10",0.296717822893707
"CFAP161","NTC-10",0.0373632997723158
"CFAP20","NTC-10",0.75252237542274
"CFAP298","NTC-10",0.206576300454535
"CFAP36","NTC-10",0.195490215374022
"CFAP410","NTC-10",0.79926233426204
"CFAP54","NTC-10",0.457409180339261
"CFAP69","NTC-10",0.0425815626015755
"CFAP70","NTC-10",0.472578655205769
"CFAP97","NTC-10",0.342834453234195
"CFD","NTC-10",0.211263842077708
"CFDP1","NTC-10",0.655974586285523
"CFH","NTC-10",0.226899765795868
"CFL1","NTC-10",0.019323538066663
"CFL2","NTC-10",0.865159777608028
"CFLAR","NTC-10",0.271167087536472
"CGGBP1","NTC-10",0.0806628035649609
"CGRRF1","NTC-10",0.850519639517997
"CHAC1","NTC-10",0.188018863681934
"CHAC2","NTC-10",0.323628625820033
"CHAF1A","NTC-10",0.0407271621837296
"CHAF1B","NTC-10",0.726996452223771
"CHAMP1","NTC-10",0.799996980694319
"CHCHD10","NTC-10",0.0498629851096224
"CHCHD1","NTC-10",0.17793027612834
"CHCHD2","NTC-10",0.086140527151933
"CHCHD3","NTC-10",0.81597771633881
"CHCHD4","NTC-10",0.0130865604160863
"CHCHD5","NTC-10",0.061555907135127
"CHCHD6","NTC-10",0.19470241819611
"CHCHD7","NTC-10",0.00297156071473132
"CHD1L","NTC-10",0.591754834049922
"CHD1","NTC-10",0.253159889497202
"CHD2","NTC-10",0.812429563050919
"CHD3","NTC-10",0.931240232673781
"CHD4","NTC-10",0.0184640912148063
"CHD6","NTC-10",0.86451423531765
"CHD7","NTC-10",0.803593489922133
"CHD8","NTC-10",0.267052586465698
"CHD9","NTC-10",0.552574576893874
"CHEK1","NTC-10",0.655443277977655
"CHEK2","NTC-10",0.0430679193784271
"CHEK2P2","NTC-10",0.0806773088812103
"CHERP","NTC-10",0.217000780018801
"CHFR","NTC-10",0.979295850674164
"CHIC2","NTC-10",0.891348723246036
"CHID1","NTC-10",0.0651515126539029
"CHML","NTC-10",0.833693644056467
"CHM","NTC-10",0.898838419179623
"CHMP1A","NTC-10",0.0961117259883375
"CHMP1B","NTC-10",0.468537558896661
"CHMP2A","NTC-10",0.426033555115597
"CHMP2B","NTC-10",0.462725787772735
"CHMP3","NTC-10",0.507515918406259
"CHMP4A","NTC-10",0.405824676858435
"CHMP4B","NTC-10",0.0486745655041428
"CHMP4C","NTC-10",0.355982356059521
"CHMP5","NTC-10",0.640774182721886
"CHMP6","NTC-10",0.658552277298083
"CHMP7","NTC-10",0.906294283002664
"CHORDC1","NTC-10",0.889473620434875
"CHP1","NTC-10",0.865986073196176
"CHPF2","NTC-10",0.768425563588098
"CHPF","NTC-10",0.879963876824119
"CHPT1","NTC-10",0.227824884327566
"CHRAC1","NTC-10",0.100661286323878
"CHRNA5","NTC-10",0.434101241212244
"CHRNB1","NTC-10",0.0277829236237556
"CHST10","NTC-10",0.021627973664016
"CHST11","NTC-10",0.272953638098022
"CHST12","NTC-10",0.932100124349428
"CHST14","NTC-10",0.0548026915320259
"CHST2","NTC-10",0.293879467905586
"CHST3","NTC-10",0.176314717690941
"CHSY1","NTC-10",0.332019435368985
"CHTF18","NTC-10",0.819715818828971
"CHTF8","NTC-10",0.807266458189088
"CHTOP","NTC-10",0.290251512474127
"CHUK","NTC-10",0.0192130744798298
"CHURC1","NTC-10",0.0851071169757484
"CIAO1","NTC-10",0.0716503387900183
"CIAO2A","NTC-10",0.0106163430615355
"CIAO2B","NTC-10",0.0065926675110402
"CIAO3","NTC-10",0.395100648194498
"CIAPIN1","NTC-10",0.754827444333187
"CIB1","NTC-10",0.166495538993464
"CIB2","NTC-10",0.00326205415642558
"CIC","NTC-10",0.494995317532812
"CICP27","NTC-10",0.135438555530446
"CIDECP1","NTC-10",0.994378330579936
"CIITA","NTC-10",0.633481879641011
"CINP","NTC-10",0.402579965466141
"CIP2A","NTC-10",0.368087156447871
"CIPC","NTC-10",0.0657392126993681
"CIR1","NTC-10",0.667452742617559
"CIRBP","NTC-10",0.0865076402371979
"CISD1","NTC-10",0.0646196285544411
"CISD2","NTC-10",0.247769391458697
"CISD3","NTC-10",0.00971549358113792
"CISH","NTC-10",0.533541352062213
"CITED2","NTC-10",0.0784366706985748
"CIT","NTC-10",0.410375296399342
"CIZ1","NTC-10",0.114740432968307
"CKAP2L","NTC-10",0.0108154493092493
"CKAP2","NTC-10",0.276919026781523
"CKAP5","NTC-10",0.0947532472099425
"CKB","NTC-10",0.0330835232931895
"CKLF","NTC-10",0.119935887652966
"CKS1B","NTC-10",0.0108351983458394
"CKS2","NTC-10",0.0107660696164337
"CLASP1","NTC-10",0.56309181071252
"CLASP2","NTC-10",0.7124876326404
"CLASRP","NTC-10",0.443151270764538
"CLCC1","NTC-10",0.34334911641874
"CLCN3","NTC-10",0.224490386335004
"CLCN5","NTC-10",0.00290386553852988
"CLCN6","NTC-10",0.831436270257371
"CLCN7","NTC-10",0.0276330872906539
"CLDN12","NTC-10",0.642854780450572
"CLDN15","NTC-10",0.552575384057644
"CLDN7","NTC-10",0.326786819041017
"CLDND1","NTC-10",0.0800457730700144
"CLDND2","NTC-10",0.310867223421772
"CLEC11A","NTC-10",0.0300542160397095
"CLEC16A","NTC-10",0.688602220259321
"CLEC2B","NTC-10",0.391851924913812
"CLEC2L","NTC-10",0.802285786270177
"CLGN","NTC-10",0.555294600062985
"CLHC1","NTC-10",0.659665517164096
"CLIC1","NTC-10",0.0384032189028996
"CLIC2","NTC-10",0.879488535622818
"CLIC4","NTC-10",0.81581445965787
"CLINT1","NTC-10",0.344545927299256
"CLIP1","NTC-10",0.361269716519705
"CLIP3","NTC-10",0.0777863279972935
"CLK1","NTC-10",0.817178868996161
"CLK2","NTC-10",0.0469034294640105
"CLK3","NTC-10",0.399011012476483
"CLK4","NTC-10",0.279456285869643
"CLN3","NTC-10",0.138728330761094
"CLN5","NTC-10",0.785073981583987
"CLN6","NTC-10",0.11549002409917
"CLN8","NTC-10",0.180708534997255
"CLNS1A","NTC-10",0.61320133913348
"CLOCK","NTC-10",0.832954517382276
"CLP1","NTC-10",0.376231799968959
"CLPB","NTC-10",0.0116936653833101
"CLPP","NTC-10",0.111444998377182
"CLPTM1L","NTC-10",0.000363449168316962
"CLPX","NTC-10",0.0686051299475637
"CLSPN","NTC-10",0.250809356491089
"CLSTN1","NTC-10",0.00317732467411129
"CLSTN3","NTC-10",0.285682649109953
"CLTA","NTC-10",0.446367297387456
"CLTB","NTC-10",0.00459748878459447
"CLTCL1","NTC-10",0.0241551963839597
"CLTC","NTC-10",0.477109681378854
"CLUAP1","NTC-10",0.730144735450523
"CLUH","NTC-10",0.295071998865742
"CLUHP3","NTC-10",0.0136522817687334
"CLUL1","NTC-10",0.908095749096094
"CMAS","NTC-10",0.820573217831946
"CMBL","NTC-10",0.576134519327856
"CMC2","NTC-10",0.0108879918872666
"CMIP","NTC-10",0.0396917819579934
"CMPK1","NTC-10",0.694961526513936
"CMPK2","NTC-10",0.840181587495464
"CMSS1","NTC-10",0.480640284523395
"CMTM3","NTC-10",0.129754031775532
"CMTM4","NTC-10",0.738008479635735
"CMTM6","NTC-10",0.000542922846683269
"CMTR1","NTC-10",0.185758690682884
"CMTR2","NTC-10",0.566416723974062
"CNBP","NTC-10",0.136632537459219
"CNDP2","NTC-10",0.463000271265604
"CNEP1R1","NTC-10",0.125831814601119
"CNIH1","NTC-10",0.260650691604121
"CNIH3","NTC-10",0.00527358571163945
"CNIH4","NTC-10",0.252550172870344
"CNKSR3","NTC-10",0.520885712670855
"CNN1","NTC-10",0.400424874467601
"CNN2","NTC-10",0.0781668576017768
"CNNM2","NTC-10",0.696476545174634
"CNNM3","NTC-10",0.151047765623625
"CNOT10","NTC-10",0.581874362002693
"CNOT11","NTC-10",0.892265119344188
"CNOT1","NTC-10",0.16128976105755
"CNOT2","NTC-10",0.101599291552921
"CNOT3","NTC-10",0.363290046780471
"CNOT4","NTC-10",0.684708529495642
"CNOT6L","NTC-10",0.790047411666927
"CNOT6","NTC-10",0.00358005243279131
"CNOT7","NTC-10",0.111645116026839
"CNOT8","NTC-10",0.140020784484573
"CNOT9","NTC-10",0.310657987653189
"CNP","NTC-10",0.339064739965053
"CNPPD1","NTC-10",0.58182866328893
"CNPY2","NTC-10",0.943974995026174
"CNPY3","NTC-10",0.810858028170343
"CNPY4","NTC-10",0.385383194064696
"CNRIP1","NTC-10",0.120494722548985
"CNST","NTC-10",0.267155598667404
"CNTRL","NTC-10",0.695121644475138
"CNTROB","NTC-10",0.0836848679173302
"COA1","NTC-10",0.052041876874334
"COA3","NTC-10",0.0041943447024097
"COA4","NTC-10",0.00180911354379461
"COA5","NTC-10",0.00717087139498205
"COA6","NTC-10",0.00481612004159543
"COA7","NTC-10",0.18989845435784
"COASY","NTC-10",0.0024229641730098
"COCH","NTC-10",0.223931356055792
"COG1","NTC-10",0.200143059041654
"COG2","NTC-10",0.368986201168789
"COG3","NTC-10",0.686867548993562
"COG4","NTC-10",0.986259861007135
"COG5","NTC-10",0.159829934022246
"COG6","NTC-10",0.625845030864959
"COG7","NTC-10",0.0244241533020849
"COG8","NTC-10",0.290847834449157
"COIL","NTC-10",0.817779852455576
"COL15A1","NTC-10",0.889716373246999
"COL18A1","NTC-10",0.999387173228467
"COL6A3","NTC-10",0.0391298064447736
"COL8A1","NTC-10",0.0551341290671315
"COLEC11","NTC-10",0.837115599051369
"COLGALT1","NTC-10",0.545936320859947
"COLGALT2","NTC-10",0.585447273235786
"COMMD10","NTC-10",0.499986397908309
"COMMD1","NTC-10",0.70310902399522
"COMMD2","NTC-10",0.534672249468622
"COMMD3","NTC-10",0.973203347386022
"COMMD4","NTC-10",0.961772888144149
"COMMD5","NTC-10",0.0656749203529704
"COMMD6","NTC-10",0.00317661787719112
"COMMD7","NTC-10",0.0807741832526482
"COMMD8","NTC-10",0.605033342797881
"COMMD9","NTC-10",0.450545618706439
"COMTD1","NTC-10",0.0735863315171192
"COMT","NTC-10",0.0171684821912153
"COP1","NTC-10",0.660595023428828
"COPA","NTC-10",0.334613788094022
"COPB1","NTC-10",0.829071255761199
"COPB2","NTC-10",0.635181681943262
"COPE","NTC-10",0.476068030677921
"COPG1","NTC-10",0.859426433630004
"COPG2","NTC-10",0.522284509938084
"COPRS","NTC-10",1.47652962179109e-05
"COPS2","NTC-10",0.184590619389738
"COPS3","NTC-10",0.0324394140241518
"COPS4","NTC-10",0.706716732205292
"COPS5","NTC-10",0.389074749274792
"COPS6","NTC-10",0.132094951058436
"COPS7A","NTC-10",0.826865602743914
"COPS7B","NTC-10",0.442235986150155
"COPS8","NTC-10",0.693472765789034
"COPS9","NTC-10",0.0135530200074974
"COPZ1","NTC-10",0.174024159006568
"COQ10A","NTC-10",0.580664015802667
"COQ10B","NTC-10",0.692971152552637
"COQ2","NTC-10",0.386590522077145
"COQ3","NTC-10",0.0446607362728522
"COQ4","NTC-10",0.00466333872191165
"COQ5","NTC-10",0.87245549985847
"COQ6","NTC-10",0.308996240965333
"COQ7","NTC-10",0.248691409092113
"COQ8A","NTC-10",0.234427240574374
"COQ8B","NTC-10",0.797936777121383
"COQ9","NTC-10",0.250275819116066
"CORO1B","NTC-10",0.0951266595060033
"CORO1C","NTC-10",0.323091159467073
"CORO2A","NTC-10",0.792310416951054
"CORO7","NTC-10",0.230151198317424
"COTL1","NTC-10",0.526814512687479
"COX10","NTC-10",0.432566096344017
"COX11","NTC-10",0.820458786111836
"COX14","NTC-10",0.0392852038582978
"COX15","NTC-10",0.508468070389931
"COX16","NTC-10",0.0293507091983436
"COX17","NTC-10",0.288857578228
"COX18","NTC-10",0.843384087701972
"COX19","NTC-10",0.0400591898674038
"COX20","NTC-10",0.0546352093355153
"COX4I1","NTC-10",0.00468873712237452
"COX5A","NTC-10",0.0014594273670281
"COX5B","NTC-10",0.127445328445836
"COX6A1","NTC-10",0.116683555240469
"COX6B1","NTC-10",0.00899734918042131
"COX6C","NTC-10",0.13077047856595
"COX7A2L","NTC-10",0.169201813014819
"COX7A2","NTC-10",0.000515232832716434
"COX7B","NTC-10",0.317170430601656
"COX7C","NTC-10",0.223056607442299
"COX8A","NTC-10",2.74087196572369e-05
"CPAMD8","NTC-10",0.122746198355267
"CPD","NTC-10",0.821073166158547
"CPEB1","NTC-10",0.910758957567672
"CPEB4","NTC-10",0.565546229513367
"CPED1","NTC-10",0.672827229024102
"CPNE1","NTC-10",0.0881255802402625
"CPNE2","NTC-10",0.843097845342225
"CPNE3","NTC-10",0.650687070993149
"CPNE7","NTC-10",0.771215988918312
"CPNE8","NTC-10",0.0691514386009582
"CPOX","NTC-10",0.939069975907805
"CPPED1","NTC-10",0.632958281416721
"CPQ","NTC-10",0.86581278778912
"CPSF1","NTC-10",0.798859687610639
"CPSF2","NTC-10",0.353148703982992
"CPSF3","NTC-10",0.342509678329162
"CPSF4","NTC-10",0.217630531881592
"CPSF6","NTC-10",0.934218656533437
"CPSF7","NTC-10",0.405234408030648
"CPT1A","NTC-10",0.704007294793461
"CPT1C","NTC-10",0.460951928686546
"CPT2","NTC-10",0.514789990873606
"CPTP","NTC-10",0.380729593589647
"CR1L","NTC-10",0.191225737091813
"CRACR2A","NTC-10",0.464255588835341
"CRACR2B","NTC-10",0.0366192919466993
"CRADD","NTC-10",0.371309156463373
"CRAMP1","NTC-10",0.427555683347713
"CRAT","NTC-10",0.983610932050278
"CRBN","NTC-10",0.138037738231732
"CRCP","NTC-10",0.839666735245179
"CREB1","NTC-10",0.235856126645355
"CREB3L1","NTC-10",0.045111588281893
"CREB3L2","NTC-10",0.377168203355194
"CREB3L4","NTC-10",0.258194776368147
"CREB3","NTC-10",0.703914337747259
"CREBBP","NTC-10",0.670026378692856
"CREBL2","NTC-10",0.628004067590726
"CREBRF","NTC-10",0.762488984820203
"CREBZF","NTC-10",0.828443119093955
"CREG1","NTC-10",0.443906316139763
"CRELD1","NTC-10",0.261053770127509
"CRELD2","NTC-10",0.0272839973440036
"CREM","NTC-10",0.361885087430918
"CRIPT","NTC-10",0.0102101618657828
"CRKL","NTC-10",0.29545318284242
"CRK","NTC-10",0.919326330137749
"CRLF3","NTC-10",0.989283333468054
"CRLS1","NTC-10",0.876070578215655
"CRNKL1","NTC-10",0.366358717940771
"CROCC","NTC-10",0.677439265765024
"CROCCP2","NTC-10",0.233635193822888
"CROT","NTC-10",0.167824822177259
"CRTAP","NTC-10",0.243063867637852
"CRTC1","NTC-10",0.537976006696124
"CRTC2","NTC-10",0.794455581536518
"CRTC3","NTC-10",0.642443859175024
"CRY1","NTC-10",0.865921870930586
"CRY2","NTC-10",0.20302444991347
"CRYAB","NTC-10",0.0442849566586113
"CRYBB2P1","NTC-10",0.599313118116449
"CRYBG2","NTC-10",0.218363739259575
"CRYL1","NTC-10",0.0117275955204307
"CRYM","NTC-10",0.0234901423530695
"CRYZL1","NTC-10",0.768583778675078
"CRYZ","NTC-10",0.100769327862873
"CSAD","NTC-10",0.541856237471698
"CSAG1","NTC-10",0.169973963458095
"CSAG3","NTC-10",0.409754252153978
"CSDE1","NTC-10",0.235385370080418
"CSE1L","NTC-10",0.160089776924605
"CSF1","NTC-10",0.945214068848747
"CSGALNACT2","NTC-10",0.115513873021937
"CSKMT","NTC-10",0.907634025759335
"CSK","NTC-10",0.0586730281441799
"CSMD1","NTC-10",0.724860635725043
"CSNK1A1","NTC-10",0.166639716383492
"CSNK1D","NTC-10",0.796351758706173
"CSNK1E","NTC-10",0.833137996650319
"CSNK1G1","NTC-10",0.714563281372007
"CSNK1G2","NTC-10",0.914886233122931
"CSNK1G3","NTC-10",0.446524395916177
"CSNK2A1","NTC-10",0.00319872908487896
"CSNK2A2","NTC-10",0.500653822924546
"CSNK2B","NTC-10",0.0424865727311595
"CS","NTC-10",0.857383718631684
"CSPG4P12","NTC-10",0.285957747285872
"CSPP1","NTC-10",0.0252952107997435
"CSRNP1","NTC-10",0.226378511600815
"CSRNP2","NTC-10",0.0933352299663791
"CSRP1","NTC-10",0.333780449905094
"CSRP2","NTC-10",0.15903788978685
"CST3","NTC-10",0.382684360783586
"CSTB","NTC-10",0.260172654020109
"CSTF1","NTC-10",0.989069768032146
"CSTF2","NTC-10",0.748872746013545
"CSTF2T","NTC-10",0.364963025743298
"CSTF3","NTC-10",0.350041832411226
"CT45A10","NTC-10",0.375658532521559
"CT55","NTC-10",0.563390835875978
"CT83","NTC-10",0.735847376489462
"CTBP1","NTC-10",0.00952308860539152
"CTBP2","NTC-10",0.198481453344694
"CTBS","NTC-10",0.469990799168511
"CTC1","NTC-10",0.148614781540034
"CTCFL","NTC-10",0.497445146022699
"CTCF","NTC-10",0.0878497968166649
"CTDNEP1","NTC-10",0.159389497475137
"CTDP1","NTC-10",0.834351250815588
"CTDSP1","NTC-10",0.105815499003747
"CTDSP2","NTC-10",0.376377209598451
"CTDSPL2","NTC-10",0.0867889857322899
"CTDSPL","NTC-10",0.276212279891031
"CTH","NTC-10",0.0731683460419628
"CTIF","NTC-10",0.854679762262554
"CTNNA1","NTC-10",0.597288167072474
"CTNNAL1","NTC-10",0.942102597788756
"CTNNB1","NTC-10",0.9715074624303
"CTNNBIP1","NTC-10",0.32767526644588
"CTNNBL1","NTC-10",0.912785438014478
"CTNND1","NTC-10",0.00404996455838655
"CTNS","NTC-10",0.508549936587767
"CTPS1","NTC-10",0.902849339522563
"CTPS2","NTC-10",0.67190881199329
"CTR9","NTC-10",0.10058742590895
"CTSA","NTC-10",0.813088520995724
"CTSB","NTC-10",0.166919487116305
"CTSC","NTC-10",0.90468860832065
"CTSD","NTC-10",0.00750118876386307
"CTSF","NTC-10",0.996587498861603
"CTSH","NTC-10",0.628661986995915
"CTSL","NTC-10",0.990008806948777
"CTSS","NTC-10",0.0717142851580369
"CTSZ","NTC-10",0.00731211754346207
"CTTNBP2NL","NTC-10",0.388278867897353
"CTTN","NTC-10",0.174348834355249
"CTU1","NTC-10",0.99740663654933
"CTXN1","NTC-10",0.119719269701795
"CUEDC2","NTC-10",0.169190435759057
"CUL1","NTC-10",0.679450342234659
"CUL2","NTC-10",0.681139140829482
"CUL3","NTC-10",0.526906316105216
"CUL4A","NTC-10",0.0859537217154189
"CUL4B","NTC-10",0.0462326104362793
"CUL5","NTC-10",0.140290811189708
"CUL7","NTC-10",0.372418229671883
"CUL9","NTC-10",0.0258514458945154
"CUTALP","NTC-10",0.793091834944918
"CUTA","NTC-10",0.268874421461086
"CUTC","NTC-10",0.276396659000326
"CUX1","NTC-10",0.351230013536211
"CWC15","NTC-10",0.00273259161849346
"CWC22","NTC-10",0.437185565512186
"CWC25","NTC-10",0.368670127613483
"CWC27","NTC-10",0.511022023036442
"CWF19L1","NTC-10",0.690547108816341
"CWF19L2","NTC-10",0.528999161977653
"CXCL3","NTC-10",0.558520489023405
"CXorf38","NTC-10",0.744291236599423
"CXXC1","NTC-10",0.371036215058594
"CXXC5","NTC-10",0.466245773364943
"CYB561A3","NTC-10",0.571173509736915
"CYB561D1","NTC-10",0.787217965335412
"CYB561D2","NTC-10",0.625517497449189
"CYB561","NTC-10",0.140918734059321
"CYB5A","NTC-10",0.284184382720915
"CYB5B","NTC-10",0.872738364431039
"CYB5D1","NTC-10",0.307303899520662
"CYB5D2","NTC-10",0.0887539495688209
"CYB5R1","NTC-10",0.165078309910285
"CYB5R2","NTC-10",0.197869337149368
"CYB5R3","NTC-10",0.924567908331361
"CYB5R4","NTC-10",0.00618873028649561
"CYB5RL","NTC-10",0.865070772450116
"CYBC1","NTC-10",0.559957538703332
"CYBRD1","NTC-10",0.582310188690343
"CYC1","NTC-10",0.119163316048409
"CYCS","NTC-10",0.484344213733546
"CYFIP1","NTC-10",0.978515450982185
"CYHR1","NTC-10",0.13172373771393
"CYLD","NTC-10",0.181044924675797
"CYP20A1","NTC-10",0.614848589040849
"CYP26A1","NTC-10",0.305381641757569
"CYP2F2P","NTC-10",0.226090212995803
"CYP2R1","NTC-10",0.401677140744075
"CYP3A5","NTC-10",0.383043485347823
"CYP46A1","NTC-10",0.0069011588451604
"CYP4V2","NTC-10",0.433776866381221
"CYP51A1","NTC-10",0.959796736649342
"CYREN","NTC-10",0.138889615829616
"CYSLTR1","NTC-10",0.416852584108217
"CYSTM1","NTC-10",0.310466715927285
"CYTH1","NTC-10",0.810589827362838
"CYTH2","NTC-10",0.0624361609244427
"CYTH3","NTC-10",0.0396673221992264
"CZIB","NTC-10",0.680062416055356
"DAAM1","NTC-10",5.38048938625988e-12
"DAB2","NTC-10",0.810555960080333
"DACT3","NTC-10",0.699994775208914
"DAD1","NTC-10",0.652269373242633
"DAG1","NTC-10",0.204629015986203
"DALRD3","NTC-10",0.324411516227436
"DAP3","NTC-10",0.0955047451614495
"DAPK1","NTC-10",0.126563351119232
"DAPK2","NTC-10",0.527268549159686
"DAPK3","NTC-10",0.981157258660442
"DAP","NTC-10",0.868271636345879
"DAPP1","NTC-10",0.613425639556981
"DARS2","NTC-10",0.457528222805725
"DAXX","NTC-10",0.080893879261391
"DAZAP1","NTC-10",0.00752840831995471
"DAZAP2","NTC-10",0.118798179863268
"DBF4B","NTC-10",0.215364417616516
"DBF4","NTC-10",0.00111178189602136
"DBI","NTC-10",0.135003431409654
"DBN1","NTC-10",0.648965905418281
"DBNDD1","NTC-10",0.484818037020228
"DBNDD2","NTC-10",0.786768989033364
"DBNL","NTC-10",0.279407863557965
"DBP","NTC-10",0.0363802951430173
"DBR1","NTC-10",0.799312158074414
"DBT","NTC-10",0.49142745456779
"DCAF10","NTC-10",0.0348108723831476
"DCAF11","NTC-10",0.489408608197151
"DCAF12","NTC-10",0.944776594713203
"DCAF13","NTC-10",0.479857679604307
"DCAF15","NTC-10",0.205935252526355
"DCAF16","NTC-10",0.562822631249107
"DCAF17","NTC-10",0.291778378000136
"DCAF1","NTC-10",0.101631792726653
"DCAF4L2","NTC-10",0.38360301264757
"DCAF4","NTC-10",0.848015585991412
"DCAF5","NTC-10",0.492696954275095
"DCAF6","NTC-10",0.862791030472504
"DCAF7","NTC-10",0.475835510938796
"DCAF8","NTC-10",0.99923013946803
"DCAKD","NTC-10",0.832252569886383
"DCBLD1","NTC-10",0.558056925004339
"DCBLD2","NTC-10",0.533524499704105
"DCK","NTC-10",0.385845254701341
"DCLRE1A","NTC-10",0.612325611895261
"DCLRE1B","NTC-10",0.810385723074818
"DCLRE1C","NTC-10",0.0233863173100461
"DCP1A","NTC-10",0.061742523333642
"DCP1B","NTC-10",0.0431338392164714
"DCP2","NTC-10",0.899328013068919
"DCPS","NTC-10",0.00725195236196969
"DCTD","NTC-10",0.626077198467225
"DCTN1","NTC-10",0.154083812331152
"DCTN2","NTC-10",0.869888284935786
"DCTN3","NTC-10",0.69669930364973
"DCTN4","NTC-10",0.324366034653832
"DCTN5","NTC-10",0.387606581711101
"DCTN6","NTC-10",0.333283063470581
"DCTPP1","NTC-10",0.0671071903723752
"DCUN1D1","NTC-10",0.586991553102258
"DCUN1D2","NTC-10",0.728584052669753
"DCUN1D3","NTC-10",0.181577613204181
"DCUN1D4","NTC-10",0.516519835307887
"DCUN1D5","NTC-10",0.012514066945674
"DCXR","NTC-10",0.375474695365036
"DDA1","NTC-10",0.711669503297634
"DDAH2","NTC-10",0.116939465902281
"DDB1","NTC-10",0.991991610018633
"DDB2","NTC-10",0.571439954055074
"DDHD1","NTC-10",0.909249068972776
"DDHD2","NTC-10",0.709265915863151
"DDI2","NTC-10",0.0991443853954391
"DDIAS","NTC-10",0.57541945298761
"DDIT3","NTC-10",0.292334238098324
"DDIT4","NTC-10",0.0162063915764967
"DDOST","NTC-10",0.0549982620437853
"DDR1","NTC-10",0.104900268266754
"DDRGK1","NTC-10",0.219070360131598
"DDX10","NTC-10",0.159906624849515
"DDX11","NTC-10",0.428103726279813
"DDX17","NTC-10",0.660366860887491
"DDX18","NTC-10",0.00881035616971047
"DDX19A","NTC-10",0.428868077318196
"DDX19B","NTC-10",0.926764678530244
"DDX1","NTC-10",0.196068830096558
"DDX20","NTC-10",0.999765329006865
"DDX21","NTC-10",0.105261646390818
"DDX23","NTC-10",0.311099910679182
"DDX24","NTC-10",0.101549511136591
"DDX27","NTC-10",0.273323770523277
"DDX28","NTC-10",0.66265995582772
"DDX31","NTC-10",0.487816381201585
"DDX39A","NTC-10",0.0830428172093058
"DDX39B","NTC-10",0.333598017916644
"DDX3X","NTC-10",0.0921152699209206
"DDX41","NTC-10",0.957390346700182
"DDX42","NTC-10",0.00261237366989915
"DDX46","NTC-10",0.0770954050646064
"DDX49","NTC-10",0.487771621130379
"DDX51","NTC-10",0.561675933107211
"DDX52","NTC-10",0.722268545670964
"DDX54","NTC-10",0.388247280580124
"DDX55","NTC-10",0.747239049335935
"DDX56","NTC-10",0.546925701495554
"DDX58","NTC-10",0.391791481105992
"DDX59","NTC-10",0.114972237569534
"DDX60L","NTC-10",0.0397686981266061
"DDX6","NTC-10",0.507580981343972
"DEAF1","NTC-10",0.260450427892395
"DECR1","NTC-10",0.196510810767603
"DECR2","NTC-10",0.23019406680017
"DEDD2","NTC-10",0.0354106445897863
"DEDD","NTC-10",0.47594787322116
"DEF6","NTC-10",0.737236832371288
"DEF8","NTC-10",0.115233996946658
"DEGS1","NTC-10",0.621061416232246
"DEK","NTC-10",0.0880491040753669
"DELE1","NTC-10",0.887408978000773
"DENND1A","NTC-10",0.123020541318005
"DENND1B","NTC-10",0.716953176233212
"DENND4A","NTC-10",0.0449395099004284
"DENND4B","NTC-10",0.850138132662321
"DENND4C","NTC-10",0.744666613779873
"DENND5A","NTC-10",0.264593295174785
"DENND5B","NTC-10",0.993049531727264
"DENND6A","NTC-10",0.0184158465640078
"DENND6B","NTC-10",0.528354929249426
"DENR","NTC-10",0.000653931638833806
"DEPDC1B","NTC-10",0.0464754833827024
"DEPDC1","NTC-10",0.00737065707301186
"DEPDC4","NTC-10",0.15204830262557
"DEPDC5","NTC-10",0.898464963595561
"DEPDC7","NTC-10",0.703679732298574
"DERA","NTC-10",0.485907274092064
"DERL1","NTC-10",0.22528224563122
"DERL2","NTC-10",0.421091166128406
"DESI1","NTC-10",0.798573884541477
"DESI2","NTC-10",0.27312245300391
"DES","NTC-10",0.339713969971893
"DET1","NTC-10",0.586692125332054
"DEUP1","NTC-10",0.851994860940303
"DFFA","NTC-10",0.0165464924434258
"DFFB","NTC-10",0.0938494035082339
"DGAT1","NTC-10",0.719962204499279
"DGAT2","NTC-10",0.25047267753897
"DGCR2","NTC-10",0.02099115567425
"DGCR6L","NTC-10",0.00940546245289282
"DGCR8","NTC-10",0.00506258292932865
"DGKD","NTC-10",0.271977645758008
"DGKE","NTC-10",0.19006952741745
"DGKH","NTC-10",0.906371918033985
"DGKQ","NTC-10",0.693758805047688
"DGKZ","NTC-10",0.000223912649872427
"DGLUCY","NTC-10",0.131056366590135
"DGUOK","NTC-10",0.0683675293185928
"DHCR24","NTC-10",3.46236572613203e-05
"DHCR7","NTC-10",0.67307265722676
"DHDDS","NTC-10",0.39941797242958
"DHFR","NTC-10",0.477894867410012
"DHODH","NTC-10",0.342525659053198
"DHRS11","NTC-10",0.375312677523928
"DHRS1","NTC-10",0.500801438173562
"DHRS2","NTC-10",0.0109668402335613
"DHRS3","NTC-10",0.583951181232881
"DHRS4L2","NTC-10",0.556538191979239
"DHRS4","NTC-10",0.161820605171608
"DHRS7B","NTC-10",0.951856824740754
"DHRS7","NTC-10",0.921712851272769
"DHRSX","NTC-10",0.478369065862297
"DHTKD1","NTC-10",0.839325465983159
"DHX15","NTC-10",0.731638694665306
