"Gene","gRNA","p_value"
"PPP1R2","SNP-23-1",0.359141500906611
"TFRC","SNP-23-1",0.882093511844016
"TM4SF19","SNP-23-1",0.899441581383825
"PCYT1A","SNP-23-1",0.779784007964379
"UBXN7","SNP-23-1",0.107125066142521
"ZDHHC19","SNP-23-1",0.630418952085695
"TNK2","SNP-23-1",0.457233000451322
"PTPRC","SNP-19-1",0.546087159080553
"NEK7","SNP-19-1",0.507963377738531
"TNFRSF10A","SNP-33-1",0.922722767701838
"ENTPD4","SNP-33-1",0.897271063226759
"R3HCC1","SNP-33-1",0.860044231264463
"TNFRSF10B","SNP-33-1",0.244544616697589
"CHMP7","SNP-33-1",0.567429402447532
"LMO2","SNP-37-2",0.330368354463361
"CD59","SNP-37-2",0.0841012182082972
"CAPRIN1","SNP-37-2",0.257256324274858
"FBXO3","SNP-37-2",0.967467974247795
"NAT10","SNP-37-2",0.406239191191813
"FOXP4","SNP-71-1",0.300369104142968
"TAF8","SNP-71-1",0.898832206306359
"MED20","SNP-71-1",0.777152689968408
"BYSL","SNP-71-1",0.877168793172975
"C6orf132","SNP-71-1",0.756522560369542
"USP49","SNP-71-1",0.906814909523296
"MRPS10","SNP-71-1",0.384949385928619
"CCND3","SNP-71-1",0.433319614737503
"C2orf68","SNP-52-2",0.793514319182541
"ELMOD3","SNP-52-2",0.261002738706383
"ST3GAL5","SNP-52-2",0.509924698750651
"TMEM150A","SNP-52-2",0.273653250446535
"RNF181","SNP-52-2",0.0669242167466874
"MAT2A","SNP-52-2",0.190303284178642
"RETSAT","SNP-52-2",0.127740717181044
"VAMP8","SNP-52-2",0.337483358560729
"USP39","SNP-52-2",0.39687902416593
"TGOLN2","SNP-52-2",0.223521714928378
"CAPG","SNP-52-2",0.261943816872879
"GGCX","SNP-52-2",0.61666766653884
"HBE1","SNP-70-2",0.046926772856198
"HBG2","SNP-70-2",0.0891758927758942
"TRIM6","SNP-70-2",0.0379281684771067
"OR51J1","SNP-70-2",0.336665281254393
"HBG1","SNP-70-2",0.652340387933198
"TRIM5","SNP-70-2",0.171760399950539
"OR51I2","SNP-70-2",0.82968184358931
"OR51B5","SNP-70-2",0.135020521780149
"OR52A5","SNP-70-2",0.598118445316332
"HBD","SNP-70-2",0.870659768223227
"OR52A1","SNP-70-2",0.686969960736957
"OR51B4","SNP-70-2",0.850420162923958
"REXO2","SNP-30-2",0.0231621603510481
"RBM7","SNP-30-2",0.858902449734137
"NNMT","SNP-30-2",0.942760587602458
"ZW10","SNP-30-2",0.241431737713436
"USP28","SNP-30-2",0.419390270914766
"PSMC5","SNP-1-2",0.0485387458571809
"MILR1","SNP-1-2",0.0517872439414127
"DDX5","SNP-1-2",0.33502747520015
"DDX42","SNP-1-2",0.0142831979308936
"SMARCD2","SNP-1-2",0.944245833154988
"STRADA","SNP-1-2",0.0155479904003099
"ERN1","SNP-1-2",0.56061411568479
"TEX2","SNP-1-2",0.987105325444265
"POLG2","SNP-1-2",0.0366894636259051
"ICAM2","SNP-1-2",0.991767977664569
"SMURF2","SNP-1-2",0.857850292544137
"CCDC47","SNP-1-2",0.198293409885063
"FTSJ3","SNP-1-2",0.733661618051342
"CEP95","SNP-1-2",0.39963567948756
"TNFRSF8","SNP-56-2",0.649592149285462
"KIAA2013","SNP-56-2",0.321453984307782
"FBXO44","SNP-56-2",0.138871109504537
"AGTRAP","SNP-56-2",0.100752550567869
"MTHFR","SNP-56-2",0.465260656228994
"CLCN6","SNP-56-2",0.898371766613247
"MAD2L2","SNP-56-2",0.0176722848061505
"MIIP","SNP-56-2",0.421083982086089
"TNFRSF1B","SNP-56-2",0.384180320905968
"PLOD1","SNP-56-2",0.653052692225279
"VPS13D","SNP-56-2",0.590245503680753
"FBXO2","SNP-56-2",0.506239623703619
"FBXO6","SNP-56-2",0.984950223148061
"MFN2","SNP-56-2",0.634769471731399
"TNFRSF10A","SNP-32-1",0.557341770983971
"TNFRSF10B","SNP-32-1",0.283525261147358
"R3HCC1","SNP-32-1",0.376500767133757
"ENTPD4","SNP-32-1",0.655163510754415
"CHMP7","SNP-32-1",0.682885209459845
"SLC25A37","SNP-32-1",0.300879801580514
"SLC43A3","SNP-42-2",0.0910965043964938
"SSRP1","SNP-42-2",0.479931431222478
"SELENOH","SNP-42-2",0.0355323570794955
"TNKS1BP1","SNP-42-2",0.284647036720126
"CTNND1","SNP-42-2",0.271574918547186
"CLP1","SNP-42-2",0.913409842241582
"TMX2","SNP-42-2",0.529223287330988
"ZDHHC5","SNP-42-2",0.28423515624844
"TIMM10","SNP-42-2",0.604396868225343
"UBE2L6","SNP-42-2",0.494015566626426
"MED19","SNP-42-2",0.477791705959451
"SLC43A1","SNP-42-2",0.916564410054292
"MRFAP1","SNP-41-2",0.125236363082135
"MAN2B2","SNP-41-2",0.0134715875742475
"BLOC1S4","SNP-41-2",0.860270743282204
"GRPEL1","SNP-41-2",0.159697815944478
"MRFAP1L1","SNP-41-2",0.359286110747548
"TBC1D14","SNP-41-2",0.260858795773267
"TADA2B","SNP-41-2",0.937060315949972
"KIAA0232","SNP-41-2",0.332058812824833
"TECPR2","SNP-40-2",0.787915638213572
"WDR20","SNP-40-2",0.094409163102133
"CDC42BPB","SNP-40-2",0.320372038275386
"HSP90AA1","SNP-40-2",0.144430679803475
"ANKRD9","SNP-40-2",0.238278131279965
"CINP","SNP-40-2",0.733316768566156
"TRAF3","SNP-40-2",0.306208905886674
"RCOR1","SNP-40-2",0.577499561665365
"ZNF839","SNP-40-2",0.533110396617493
"CRADD","SNP-62-2",0.0019006340170327
"UBE2N","SNP-62-2",0.00415671506008144
"MRPL42","SNP-62-2",0.0138293343982713
"SOCS2","SNP-62-2",0.198694602648
"EEA1","SNP-62-2",0.00703045473595632
"PARP1","SNP-88-2",0.566063816825281
"LIN9","SNP-88-2",0.929762662892537
"SDE2","SNP-88-2",0.267399296647529
"MIXL1","SNP-88-2",0.212368202841404
"PYCR2","SNP-88-2",0.1079605959211
"ACBD3","SNP-88-2",0.689926142325291
"TMEM63A","SNP-88-2",0.896894572946409
