"gene_id","gRNA_id","gRNA_type","p_value","z_value","log_fold_change"
"MRPS14","NTC-10","negative_control",0.753103868432603,0.739506543358328,0.0368868408097378
"MRPS15","NTC-10","negative_control",0.338919452612227,-0.361039662880606,-0.0141912018170878
"MRPS16","NTC-10","negative_control",0.374131139062975,-0.327569105906782,-0.012911106438152
"MRPS17","NTC-10","negative_control",0.498482249994374,-0.0414457309931316,-0.0060800223151587
"MRPS17P1","NTC-10","negative_control",0.929869803438876,1.56459928531852,0.274949819433957
"MRPS18A","NTC-10","negative_control",0.209922465787805,-0.794752655173179,-0.0406917712362881
"MRPS18B","NTC-10","negative_control",0.306467376821047,-0.514070352331359,-0.0211661336569811
"MRPS18C","NTC-10","negative_control",0.410124507784506,-0.247075593718224,-0.010796112313737
"MRPS21","NTC-10","negative_control",0.641264731442616,0.353146264382025,0.0122662622853389
"MRPS22","NTC-10","negative_control",0.667332667332667,0.399986998710356,0.0222008040066072
"MRPS23","NTC-10","negative_control",0.634444236633821,0.379699762449907,0.0164580482598777
"MRPS24","NTC-10","negative_control",0.378488665549905,-0.285201026359745,-0.0474192607823798
"MRPS25","NTC-10","negative_control",0.211788211788212,-0.775468290731382,-0.0341047381741817
"MRPS26","NTC-10","negative_control",0.0908392143271587,-1.26252916510735,-0.0733656020479224
"MRPS27","NTC-10","negative_control",0.384739731548512,-0.275466438758295,-0.0190637531009373
"MRPS28","NTC-10","negative_control",0.178821178821179,-0.843846572187082,-0.0652565128291491
"MRPS2","NTC-10","negative_control",0.661078665990647,0.427887750588903,0.0216750953534763
"MRPS30","NTC-10","negative_control",0.126873126873127,-1.11079802808991,-0.0530760745700376
"MRPS31","NTC-10","negative_control",0.279992703099361,-0.55272861088081,-0.0403601013807182
"MRPS33","NTC-10","negative_control",0.5343907644581,0.0792508618049574,0.00267697834623482
"MRPS34","NTC-10","negative_control",0.593574407670272,0.226558234275025,0.00809710430765698
"MRPS35","NTC-10","negative_control",0.705383177743245,0.57092646535811,0.0261933145574065
"MRPS36","NTC-10","negative_control",0.229299387960659,-0.688570261428133,-0.0266989673070659
"MRPS5","NTC-10","negative_control",0.834683290871674,0.963976896552786,0.0407749802288275
"MRPS6","NTC-10","negative_control",0.964268326930018,2.01849305336311,0.0872438480312785
"MRPS7","NTC-10","negative_control",0.197203771372485,-0.833555126082525,-0.0363088597762742
"MRPS9","NTC-10","negative_control",0.852391369785054,1.05261391714275,0.0639074156205234
"MRRF","NTC-10","negative_control",0.988906297116767,2.23369685633163,0.146671840961012
"MRS2","NTC-10","negative_control",0.163873826863304,-0.94262121331068,-0.0582877972686996
"MRTFA","NTC-10","negative_control",0.463756669464545,-0.190828796144243,-0.0278370072104026
"MRTFB","NTC-10","negative_control",0.610033737374838,0.272389499375987,0.0333669708274251
"MRTO4","NTC-10","negative_control",0.607013454237267,0.3321254226852,0.0171225598353735
"MS4A3","NTC-10","negative_control",0.130679165349699,-1.14568691895477,-0.416898661873555
"MS4A4E","NTC-10","negative_control",0.434999299481143,-0.248367048958265,-0.053392601898953
"MSANTD2","NTC-10","negative_control",0.0679440498357666,-1.36877202068503,-0.303462317340322
"MSANTD3","NTC-10","negative_control",0.262836937443976,-0.650799133786217,-0.0528127070438836
"MSANTD4","NTC-10","negative_control",0.0402753792653936,-1.6071482458332,-0.155418607758796
"MSH2","NTC-10","negative_control",0.591253682293282,0.203750816725652,0.0133012319349788
"MSH3","NTC-10","negative_control",0.917082917082917,1.38198239802238,0.117264663860885
"MSH5","NTC-10","negative_control",0.187950872705252,-0.851796806486055,-0.0884596688600199
"MSH6","NTC-10","negative_control",0.117024140979481,-1.21797388657142,-0.0784753771415415
"MSI2","NTC-10","negative_control",0.36232673039976,-0.282354321606242,-0.0232512453457207
"MSL1","NTC-10","negative_control",0.854875474192654,0.983663288697917,0.0794005033047049
"MSL2","NTC-10","negative_control",0.00152075425970061,-2.53256277769835,-0.782778957418159
"MSL3","NTC-10","negative_control",0.582356292533361,0.149925157682327,0.0116110414749437
"MSL3P1","NTC-10","negative_control",0.727354589712704,0.488941418343198,0.0518581080013629
"MSMO1","NTC-10","negative_control",0.609382684751228,0.244316608978313,0.0192669179067237
"MSN","NTC-10","negative_control",0.019252838058411,-1.917990609701,-0.104657310521532
"MSR1","NTC-10","negative_control",0.919200541115939,1.35381223858214,0.16310095465851
"MSRA","NTC-10","negative_control",0.483362870654646,-0.174964034582414,-0.0254099357770836
"MSRB1","NTC-10","negative_control",0.836125363614909,0.925342341179567,0.0659396430179747
"MSRB2","NTC-10","negative_control",0.821465361805818,0.878654428722079,0.0600209800815609
"MSTO1","NTC-10","negative_control",0.482517482517482,-0.0456348903202384,-0.0105984959925847
"MSX1","NTC-10","negative_control",0.253746253746254,-0.596687650655509,-0.0965967549331785
"MT1X","NTC-10","negative_control",0.432904271468935,-0.839926562562246,-0.145024893108903
"MT2A","NTC-10","negative_control",0.317875460892797,-1.24720573137212,-0.226356424357442
"MTA1","NTC-10","negative_control",0.643814361571736,0.329107469967933,0.0290705632406832
"MTA2","NTC-10","negative_control",0.024040246566757,-1.8673991563504,-0.142181451866407
"MTA3","NTC-10","negative_control",0.971916781555796,1.94631366353436,0.181145684886582
"MT-ATP6","NTC-10","negative_control",0.305722741688792,-0.45012353698789,-0.0130406971537331
"MT-ATP8","NTC-10","negative_control",0.154946599948042,-0.923019905437201,-0.0319003178886614
"MTBP","NTC-10","negative_control",0.299339478211713,-0.566578496095938,-0.0977779578847229
"MTCH1","NTC-10","negative_control",0.318942988326977,-0.460800541177208,-0.0177469427552961
"MTCH2","NTC-10","negative_control",0.677058037123295,0.437773484891896,0.017043508232417
"MTCL1","NTC-10","negative_control",0.0941835809174469,-1.24033193946837,-0.27981219861163
"MT-CO1","NTC-10","negative_control",0.40615917666371,-0.254565507094564,-0.0085792515199854
"MT-CO2","NTC-10","negative_control",0.735658191452432,0.591364319813302,0.0162355885276515
"MT-CO3","NTC-10","negative_control",0.377849606013827,-0.287868016961543,-0.00854607379902195
"MT-CYB","NTC-10","negative_control",0.63439842630264,0.334573736767528,0.00990798073264099
"MTDH","NTC-10","negative_control",0.448073686182356,-0.124639263992666,-0.00476770609458477
"MTERF1","NTC-10","negative_control",0.661861987600157,0.422330114786446,0.0453144087745643
"MTERF2","NTC-10","negative_control",0.444849552758271,-0.142431382344871,-0.0107705787616192
"MTERF3","NTC-10","negative_control",0.542348981802039,0.0687524776894756,0.00589024666810212
"MTERF4","NTC-10","negative_control",0.751406606868778,0.588382957307931,0.0509513210913963
"MTF1","NTC-10","negative_control",0.11206489370542,-1.21519028530215,-0.148443682100292
"MTF2","NTC-10","negative_control",0.202103412708763,-0.805386458587652,-0.0516826347332267
"MTFMT","NTC-10","negative_control",0.991766487295361,2.26836712188814,0.198379080466452
"MTFP1","NTC-10","negative_control",0.238462822873929,-0.663253510561371,-0.0749259469635104
"MTFR1L","NTC-10","negative_control",0.310600109319663,-0.478208625434456,-0.0352189380134563
"MTFR1","NTC-10","negative_control",0.614323741243597,0.258568746894055,0.0231433013447735
"MTFR2","NTC-10","negative_control",0.543327159073242,0.105664471482423,0.00877644970310743
"MTG1","NTC-10","negative_control",0.387255434926531,-0.260785171727315,-0.045507956477385
"MTG2","NTC-10","negative_control",0.709321883716201,0.486518580323888,0.0392624595066969
"MTHFD1L","NTC-10","negative_control",0.87238940400466,1.17741777366685,0.0787121556306807
"MTHFD1","NTC-10","negative_control",0.359893029374968,-0.350500790814608,-0.0230344276746972
"MTHFD2L","NTC-10","negative_control",0.0330084215328228,-1.73352297527378,-0.109884218022115
"MTHFD2","NTC-10","negative_control",0.0457041159956479,-1.63789375359446,-0.0866250217136402
"MTHFR","NTC-10","negative_control",0.757419225108468,0.65394524535774,0.0378687788607097
"MTHFSD","NTC-10","negative_control",0.172808054713736,-0.93784712899214,-0.168598872720162
