"Gene","gRNA","p_value"
"ACTN4","NTC-10",0.683502418118882
"ADAT3","NTC-10",0.287306538725103
"AJM1","NTC-10",0.515152475834801
"AMH","NTC-10",0.933266251557881
"APOE","NTC-10",0.0386491587511672
"ARHGAP19","NTC-10",0.802569512547665
"ATG4B","NTC-10",0.625068419132257
"AZI2","NTC-10",0.705165943602268
"B4GALT3","NTC-10",0.613296890473984
"C1orf174","NTC-10",0.574783058602169
"CA11","NTC-10",0.139404149135408
"CACFD1","NTC-10",0.922929951246441
"CD46","NTC-10",0.987925067704522
"CDC42BPB","NTC-10",0.930929299839451
"CDIPT","NTC-10",0.784332146883328
"CDT1","NTC-10",0.893989196420884
"CHKA","NTC-10",0.353594827547801
"CLPTM1","NTC-10",0.893547253832456
"CMC1","NTC-10",0.275071477026117
"CTU2","NTC-10",0.957977644972353
"CYBA","NTC-10",0.164596287907901
"D2HGDH","NTC-10",0.82143157926456
"DAGLB","NTC-10",0.167692668677556
"DDX50","NTC-10",0.341844329312433
"DDX5","NTC-10",0.265932753305712
"DHPS","NTC-10",0.0184991593270981
"DHRS13","NTC-10",0.707552733828838
"DNASE2","NTC-10",0.465083628362534
"EIF2AK1","NTC-10",0.259862789434831
"ERCC2","NTC-10",0.652676525197734
"EXOC3L2","NTC-10",0.716635517434844
"EXOC6","NTC-10",0.518685601942599
"EXOSC1","NTC-10",0.335334705257169
"F11R","NTC-10",0.820964907372897
"FAM222B","NTC-10",0.207655292421115
"FBXO2","NTC-10",0.286413937291687
"FBXO45","NTC-10",0.307285400357354
"FRAT2","NTC-10",0.301925170022215
"GAS6","NTC-10",0.926284673855949
"GFI1B","NTC-10",0.983664602812342
"GGCX","NTC-10",0.17901583150266
"GINS4","NTC-10",0.460263270716864
"GPR137","NTC-10",0.0996750149402383
"GPSM1","NTC-10",0.657245525117535
"GRIN2D","NTC-10",0.949517136248093
"GTSF1","NTC-10",0.485688979740047
"HBS1L","NTC-10",0.730544192348936
"HOOK2","NTC-10",0.519157270708769
"IFNGR1","NTC-10",0.93095627551934
"INPP5E","NTC-10",0.928971109674957
"JUNB","NTC-10",0.0404832600123287
"KDELR1","NTC-10",0.489419105684
"LPAR5","NTC-10",0.845741816753352
"LRP5","NTC-10",0.636743952631268
"LSM7","NTC-10",0.933042818887067
"MAP3K5","NTC-10",0.328050250700799
"MARVELD1","NTC-10",0.924649048747094
"MED20","NTC-10",0.0413306884034856
"MICAL1","NTC-10",0.337269255735913
"MLF2","NTC-10",0.544876524258386
"MRPL22","NTC-10",0.477024223344992
"NDUFV1","NTC-10",0.592217365700967
"NEIL2","NTC-10",0.478773220626216
"NELFCD","NTC-10",0.52820521290952
"NIT1","NTC-10",0.0652114888306845
"NUDT8","NTC-10",0.949499744395191
"PCBD2","NTC-10",0.234635290335954
"PCID2","NTC-10",0.698733923556293
"PCYT1A","NTC-10",0.154444760337882
"PFDN2","NTC-10",0.940778982562337
"PIGV","NTC-10",0.68853883252074
"PLCB3","NTC-10",0.824681200881803
"PLEKHA4","NTC-10",0.338226472911528
"POLG2","NTC-10",0.314254736542036
"PPP1R37","NTC-10",0.283449311863258
"PTMS","NTC-10",0.436328312777939
"QSOX2","NTC-10",0.538089656410927
"RALBP1","NTC-10",0.155883541968789
"RNF10","NTC-10",0.402289559280527
"RPLP0","NTC-10",0.220544271527842
"RPS6KA4","NTC-10",0.257197461500717
"SAPCD2","NTC-10",0.150675059460239
"SCAMP4","NTC-10",0.779146930031071
"SDF2","NTC-10",0.0844134915004513
"SEC16A","NTC-10",0.761510395085764
"SEC61A1","NTC-10",0.168084804653968
"SELENOH","NTC-10",0.717813765655159
"SEZ6L2","NTC-10",0.535766240431904
"SF3A2","NTC-10",0.687027416419067
"SH3BGRL3","NTC-10",0.0827680262116079
"SIRT2","NTC-10",0.171361648084939
"SIRT4","NTC-10",0.275228770855205
"SLC1A4","NTC-10",0.222218489383496
"SLC29A1","NTC-10",0.449002317806012
"SLC46A1","NTC-10",0.38210595906603
"SORBS1","NTC-10",0.774139380418624
"SPINDOC","NTC-10",0.685583794711691
"SPN","NTC-10",0.39510412811204
"SRGN","NTC-10",0.0143126401255423
"STK25","NTC-10",0.604102485561514
"STRADA","NTC-10",0.899965473710952
"STX10","NTC-10",0.291249136198448
"SURF4","NTC-10",0.0431116255235964
"TBC1D14","NTC-10",0.0213681491076161
"TCIRG1","NTC-10",0.927846301005033
"TFDP1","NTC-10",0.429505301518391
"TFRC","NTC-10",0.756258815557422
"TGOLN2","NTC-10",0.437648464546346
"TIMM13","NTC-10",0.295484537457619
"TJAP1","NTC-10",0.310549175904476
"TM4SF19","NTC-10",0.190405195738461
"TMCO3","NTC-10",0.455017707876662
"TNFRSF1B","NTC-10",0.116783558170727
"TNK2","NTC-10",0.639569685462866
"TPRG1L","NTC-10",0.00343657702413609
"TRAF2","NTC-10",0.997447666287589
"TRAPPC2L","NTC-10",0.120321809729385
"TRIM5","NTC-10",0.574941762503425
"TRIR","NTC-10",0.37578608056147
"TWSG1","NTC-10",0.865533003992306
"UBE2N","NTC-10",0.553034421473992
"USP21","NTC-10",0.321018123413231
"USP39","NTC-10",0.0803364319291992
"USP42","NTC-10",0.222056825536065
"USP5","NTC-10",0.977143911278239
"WDR25","NTC-10",0.792361221060454
"YIF1B","NTC-10",0.165238142041468
"ZC3H18","NTC-10",0.212567964020773
"ZDHHC5","NTC-10",0.939053966733177
"ZFPM1","NTC-10",0.231051846231594
"ZNF384","NTC-10",0.451046566753463
"ZNF385A","NTC-10",0.787438078373108
"ZNF791","NTC-10",0.274842555013758
"PCID2","NTC-11",0.198037826198772
"RNF10","NTC-11",0.314244486670614
"KAT6A","NTC-12",0.351719951125415
"PAXX","NTC-12",0.436470394531282
"FBXO6","NTC-1",0.290969430102114
"FTSJ3","NTC-1",0.949950506440572
"PITX1","NTC-1",0.0517326941124851
"POLH","NTC-1",0.307717393182094
"SLC7A5","NTC-1",0.121098759867352
"ACSF3","NTC-2",0.588978876825152
"ALDOC","NTC-2",0.40259586396046
"BLOC1S4","NTC-2",0.819581304610478
"CDC42BPB","NTC-2",0.625989189234755
"FAM241B","NTC-2",0.171196329143565
"GALNS","NTC-2",0.961672472788889
"GINS4","NTC-2",0.941887353691833
"UNC119","NTC-2",0.00462778277013617
"ZBTB24","NTC-2",0.774005944639434
"ZDHHC5","NTC-2",0.148496205724053
"CEP68","NTC-3",0.935570823138688
"FAM110D","NTC-3",0.866789818696708
"KMT5B","NTC-3",0.182324355384082
"MAN2B2","NTC-3",0.770431312292198
"TP73","NTC-3",0.403270205923598
"USP42","NTC-3",0.999769432801235
"MVD","NTC-4",0.690661763604291
"PARP1","NTC-4",0.101724804729001
"SPAG5","NTC-5",0.36873017535559
"CBX5","NTC-6",0.87396856605397
"COPS7A","NTC-6",0.726892891568317
"LYN","NTC-6",0.29391559593428
"NIT1","NTC-6",0.0817719315627216
"RRP12","NTC-6",0.298925947735883
"USP39","NTC-6",0.425909031180324
"BOLA2-SMG1P6","NTC-8",0.409913364939415
"FTSJ3","NTC-8",0.00594635900751203
"HIRIP3","NTC-8",0.402850504344948
"HSP90AA1","NTC-8",0.000129846239602238
"RALGDS","NTC-8",0.768644414187839
"ECH1","NTC-9",0.866310778691102
"GEMIN5","NTC-9",0.0053570806816971
"KIF11","NTC-9",0.0665349910682813
"MRPS18A","NTC-9",0.376014698768264
"P3H3","NTC-9",0.772142286824887
"SPSB2","NTC-9",0.0122193852557489
"A1BG","NTC-10",0.203122315055145
"AAAS","NTC-10",0.892917609857102
"AACS","NTC-10",0.1654576397646
"AAGAB","NTC-10",0.726821174873558
"AAK1","NTC-10",0.180788844756915
"AAMDC","NTC-10",0.884036403094377
"AAMP","NTC-10",0.0020705662776484
"AAR2","NTC-10",0.0569320244134768
"AARS2","NTC-10",0.467591773837967
"AARSD1","NTC-10",0.21284887787686
"AASDH","NTC-10",0.370719331290858
"AASDHPPT","NTC-10",0.264125746201936
"AATF","NTC-10",0.378980298847921
"ABCA17P","NTC-10",0.095640480667032
"ABCA2","NTC-10",0.459225868412708
"ABCA3","NTC-10",0.203449736763337
"ABCA5","NTC-10",0.954756640336305
"ABCA7","NTC-10",0.16955293653677
"ABCA8","NTC-10",0.227203845071871
"ABCB10","NTC-10",0.382920711448287
"ABCB1","NTC-10",0.54957799443293
"ABCB7","NTC-10",0.222777854106148
"ABCB8","NTC-10",0.485558426298448
"ABCB9","NTC-10",0.875444305821251
"ABCC10","NTC-10",0.0789266804371963
"ABCC1","NTC-10",0.395109923309731
"ABCC4","NTC-10",0.761877010791147
"ABCC5","NTC-10",0.329685946485208
"ABCC9","NTC-10",0.0442016823591115
"ABCD1","NTC-10",0.512273909733924
"ABCD3","NTC-10",0.902507290873602
"ABCD4","NTC-10",0.591163765870645
"ABCE1","NTC-10",0.108847367232092
"ABCF1","NTC-10",0.341951493373886
"ABCF2","NTC-10",0.712944961653663
"ABCF3","NTC-10",0.640282383732648
"ABHD10","NTC-10",0.609292788267585
"ABHD11","NTC-10",0.0838332384335662
"ABHD12B","NTC-10",0.71493585593962
"ABHD12","NTC-10",0.873869978271247
"ABHD13","NTC-10",0.865485532651429
"ABHD14A","NTC-10",0.774613788336569
"ABHD14B","NTC-10",0.646886694014486
"ABHD16A","NTC-10",0.886001259435349
"ABHD17A","NTC-10",0.0314535996804314
"ABHD17B","NTC-10",0.151456033191093
"ABHD18","NTC-10",0.446123371266455
"ABHD2","NTC-10",0.290882531042447
"ABHD3","NTC-10",0.693563762369315
"ABHD4","NTC-10",0.818562458000435
"ABHD5","NTC-10",0.204249362257906
"ABHD6","NTC-10",0.610790906951578
"ABHD8","NTC-10",0.436040686910873
"ABI1","NTC-10",0.603009447569917
"ABI2","NTC-10",0.75635986639536
"ABL1","NTC-10",0.798299401524189
"ABL2","NTC-10",0.655798965537144
"ABLIM1","NTC-10",0.738995943180614
"ABO","NTC-10",0.283464931747347
"ABRACL","NTC-10",0.0833599086035681
"ABRAXAS1","NTC-10",0.11830759066144
"ABRAXAS2","NTC-10",0.315371868813138
"ABT1","NTC-10",0.300917070259527
"ACAA1","NTC-10",0.507655964664961
"ACAA2","NTC-10",0.965359642505773
"ACACA","NTC-10",0.909426686390801
"ACAD10","NTC-10",0.906771928784181
"ACAD8","NTC-10",0.905823133080587
"ACAD9","NTC-10",0.569435771091668
"ACADM","NTC-10",0.384201495586302
"ACADSB","NTC-10",0.222356861738032
"ACADS","NTC-10",0.624775790798792
"ACADVL","NTC-10",0.147672110065452
"ACAP2","NTC-10",0.516303974423487
"ACAP3","NTC-10",0.978575142890653
"ACAT1","NTC-10",0.0296107500386637
"ACAT2","NTC-10",0.288006277633579
"ACBD3","NTC-10",0.282715916121317
"ACBD5","NTC-10",0.07899559009741
"ACBD6","NTC-10",0.52860652403144
"ACCS","NTC-10",0.843156063433367
"ACD","NTC-10",0.94542216551074
"ACER3","NTC-10",0.866005953361774
"ACHE","NTC-10",0.103730515784314
"ACIN1","NTC-10",0.993987001951944
"ACLY","NTC-10",0.528351041594628
"ACO1","NTC-10",0.600957853481304
"ACO2","NTC-10",0.0167559150320009
"ACOT11","NTC-10",0.392112197371072
"ACOT13","NTC-10",0.0768530531406902
"ACOT7","NTC-10",0.316490262805333
"ACOT8","NTC-10",0.599165339939785
"ACOT9","NTC-10",0.487919557611643
"ACOX1","NTC-10",0.134541253499107
"ACOX3","NTC-10",0.511456128225633
"ACP1","NTC-10",0.57316834131509
"ACP2","NTC-10",0.835903969070944
"ACP5","NTC-10",0.712936969556858
"ACRBP","NTC-10",0.0152173202800546
"ACSBG1","NTC-10",0.972348619302474
"ACSF3","NTC-10",0.706993784179339
"ACSL1","NTC-10",0.986999053289725
"ACSL3","NTC-10",0.972556085491817
"ACSL4","NTC-10",0.249285424419585
"ACSL6","NTC-10",0.361262238430181
"ACSM3","NTC-10",0.377837358449108
"ACSS2","NTC-10",0.273670082967095
"ACTB","NTC-10",0.875880976368437
"ACTG1","NTC-10",0.569005237195389
"ACTL6A","NTC-10",0.983720068679088
"ACTN1","NTC-10",0.835749671403463
"ACTR10","NTC-10",0.575514947620803
"ACTR1A","NTC-10",0.698571084327458
"ACTR1B","NTC-10",0.419213501782933
"ACTR2","NTC-10",0.632320323804777
"ACTR3B","NTC-10",0.435895174187726
"ACTR3C","NTC-10",0.757423251251989
"ACTR3","NTC-10",0.0519784979379043
"ACTR5","NTC-10",0.541464533597572
"ACTR6","NTC-10",0.920891338220404
"ACTR8","NTC-10",0.372895501727209
"ACVR1B","NTC-10",0.00454901208157565
"ACVR1","NTC-10",0.68260851281028
"ACVR2B","NTC-10",0.338860931926487
"ACY1","NTC-10",0.73185377452712
"ACYP1","NTC-10",0.542645351235286
"ACYP2","NTC-10",0.0517599165851262
"ADAL","NTC-10",0.715867454723764
"ADAM10","NTC-10",0.516107190178346
"ADAM15","NTC-10",0.372222026983216
"ADAM17","NTC-10",0.25452199313429
"ADAM19","NTC-10",0.0239498432050228
"ADAM32","NTC-10",0.574633176806289
"ADAM3A","NTC-10",0.510316693837957
"ADAM9","NTC-10",0.146369749405856
"ADAMTS14","NTC-10",0.867670978872156
"ADAMTS3","NTC-10",0.275619301293776
"ADAMTS6","NTC-10",0.951820901622203
"ADAMTSL3","NTC-10",0.643778865116607
"ADAMTSL4","NTC-10",0.683296193364887
"ADAMTSL5","NTC-10",0.0315060579739294
"ADA","NTC-10",0.426592088370288
"ADARB1","NTC-10",0.482722715832828
"ADAR","NTC-10",0.253652770754668
"ADAT1","NTC-10",0.169919979324567
"ADAT2","NTC-10",0.255609721413466
"ADCK1","NTC-10",0.872804371372497
"ADCK2","NTC-10",0.165328838354623
"ADCK5","NTC-10",0.334255352691938
"ADCY3","NTC-10",0.523393021012359
"ADCY7","NTC-10",0.40064982143231
"ADD1","NTC-10",0.0717914493971867
"ADD2","NTC-10",0.65369229163647
"ADD3","NTC-10",0.266770904305768
"ADGRB3","NTC-10",0.77157876001982
"ADGRD1","NTC-10",0.896382830068055
"ADGRE2","NTC-10",0.328075170807599
"ADGRE5","NTC-10",0.99089047683172
"ADGRF3","NTC-10",0.0982727444776626
"ADGRL1","NTC-10",0.0955823178491297
"ADGRV1","NTC-10",0.598661911125733
"ADH5","NTC-10",0.276654200305362
"ADI1","NTC-10",0.288236217134995
"ADIPOR1","NTC-10",0.803312358954865
"ADIPOR2","NTC-10",0.168465400090003
"ADK","NTC-10",0.419779956875624
"ADNP2","NTC-10",0.847982413116197
"ADNP","NTC-10",0.408066173540995
"ADO","NTC-10",0.273710927595702
"ADORA2B","NTC-10",0.0662653795601494
"ADPGK","NTC-10",0.405281290218857
"ADPRM","NTC-10",0.598512026137008
"ADRM1","NTC-10",0.85237934171329
"ADSL","NTC-10",0.0574349856577235
"ADTRP","NTC-10",0.631052282835255
"AEBP2","NTC-10",0.201432564539541
"AEN","NTC-10",0.841984253360964
"AFAP1","NTC-10",0.144188019865788
"AFDN","NTC-10",0.9829082649909
"AFF1","NTC-10",0.69525094957912
"AFF4","NTC-10",0.422832921557845
"AFG1L","NTC-10",0.918394062171607
"AFG3L1P","NTC-10",0.327041050940403
"AFG3L2","NTC-10",0.714699912820126
"AFMID","NTC-10",0.908969434669829
"AFTPH","NTC-10",0.775197224060424
"AGA","NTC-10",0.179530999125124
"AGAP1","NTC-10",0.223694163732384
"AGAP3","NTC-10",0.765005832070193
"AGBL3","NTC-10",0.638582927406218
"AGBL5","NTC-10",0.0550839140774569
"AGFG1","NTC-10",0.494674957295029
"AGFG2","NTC-10",0.193636093869219
"AGGF1","NTC-10",0.0100820092939885
"AGK","NTC-10",0.737825549256927
"AGL","NTC-10",0.173308294683403
"AGMO","NTC-10",0.75139103959666
"AGO1","NTC-10",0.0168569960881178
"AGO2","NTC-10",0.715435383990554
"AGO3","NTC-10",0.261647467709706
"AGO4","NTC-10",0.751873362860339
"AGPAT1","NTC-10",0.484012881341818
"AGPAT2","NTC-10",0.481058556859468
"AGPAT3","NTC-10",0.1815690943608
"AGPAT4","NTC-10",0.148236753817067
"AGPAT5","NTC-10",0.0677267259309547
"AGPS","NTC-10",0.772877346123904
"AGRN","NTC-10",0.0218044830099345
"AGTPBP1","NTC-10",0.363960610955044
"AGTRAP","NTC-10",0.219988483097526
"AHCTF1","NTC-10",0.0939635608208409
"AHCYL1","NTC-10",0.694878012844211
"AHCYL2","NTC-10",0.0952237041867724
"AHCY","NTC-10",0.69245775195271
"AHDC1","NTC-10",0.00488770843513548
"AHI1","NTC-10",0.730288340256289
"AHNAK","NTC-10",0.244480442754007
"AHSA1","NTC-10",0.415651272775393
"AHSA2P","NTC-10",0.174252662632161
"AHSP","NTC-10",0.719929851643867
"AIDA","NTC-10",0.120153322378103
"AIF1L","NTC-10",0.711876600650778
"AIF1","NTC-10",0.49651497456325
"AIFM1","NTC-10",0.774456621032013
"AIFM2","NTC-10",0.853372157848818
"AIG1","NTC-10",0.780112502919164
"AIMP1","NTC-10",0.433293549126646
"AIMP2","NTC-10",0.516889227807115
"AIP","NTC-10",0.364358965428836
"AK1","NTC-10",0.453422717488987
"AK2","NTC-10",0.119554134002937
"AK3","NTC-10",0.551754294301918
"AK4","NTC-10",0.425765896627687
"AK5","NTC-10",0.081556206526379
"AK6","NTC-10",0.846623229369656
"AKAP10","NTC-10",0.73890982660997
"AKAP11","NTC-10",0.0602013207752094
"AKAP17A","NTC-10",0.952107390200772
"AKAP1","NTC-10",0.615843664972666
"AKAP7","NTC-10",0.236361867050933
"AKAP8L","NTC-10",0.387833237555161
"AKAP8","NTC-10",0.312524617757359
"AKAP9","NTC-10",0.346208109933414
"AKIP1","NTC-10",0.671658140846606
"AKIRIN1","NTC-10",0.991742596902472
"AKIRIN2","NTC-10",0.135462916901073
"AKNA","NTC-10",0.0650668045817673
"AKR1A1","NTC-10",0.508631094779077
"AKR1B15","NTC-10",0.237446581254852
"AKR1C1","NTC-10",0.689723147415506
"AKR1C2","NTC-10",0.455206552617011
"AKR1C3","NTC-10",0.316118535924886
"AKR1E2","NTC-10",0.427518801087727
"AKR7A2","NTC-10",0.742559699131265
"AKT1","NTC-10",0.995007156871879
"AKT1S1","NTC-10",0.700924818133834
"AKT2","NTC-10",0.431165129596165
"ALAD","NTC-10",0.37656108963933
"ALAS1","NTC-10",0.0574241831434402
"ALAS2","NTC-10",0.0137617424543094
"ALDH16A1","NTC-10",0.821022523466869
"ALDH18A1","NTC-10",0.249376427627358
"ALDH1A1","NTC-10",0.118550390758196
"ALDH1A2","NTC-10",0.707679325369222
"ALDH1B1","NTC-10",0.790917410997538
"ALDH1L2","NTC-10",0.318057781843866
"ALDH2","NTC-10",0.549897796589649
"ALDH4A1","NTC-10",0.443475206840934
"ALDH5A1","NTC-10",0.725569386658409
"ALDH6A1","NTC-10",0.289269819258705
"ALDH7A1","NTC-10",0.463401921019352
"ALDH9A1","NTC-10",0.754974723560516
"ALDOA","NTC-10",0.412893150451913
"ALDOC","NTC-10",0.0910004124223768
"ALG10B","NTC-10",0.0341850073441944
"ALG11","NTC-10",0.24049909198266
"ALG12","NTC-10",0.423245571571192
"ALG13","NTC-10",0.290112996782139
"ALG14","NTC-10",0.759944879891417
"ALG1","NTC-10",0.545390650165422
"ALG2","NTC-10",0.690864899768696
"ALG3","NTC-10",0.58104946574123
"ALG5","NTC-10",0.402329094883931
"ALG6","NTC-10",0.884873360585559
"ALG8","NTC-10",0.0949666027344001
"ALG9","NTC-10",0.803010580194917
"ALKBH1","NTC-10",0.530111008848707
"ALKBH2","NTC-10",0.89557581743861
"ALKBH3","NTC-10",0.320956895725959
"ALKBH4","NTC-10",0.262702533734247
"ALKBH5","NTC-10",0.962930764899904
"ALKBH6","NTC-10",0.429228902346453
"ALKBH7","NTC-10",0.0729471541753993
"ALKBH8","NTC-10",0.438658696341686
"ALMS1","NTC-10",0.941000894172963
"ALOX12","NTC-10",0.876431795851798
"ALPK1","NTC-10",0.68719659610509
"ALS2","NTC-10",0.520003250750339
"ALX1","NTC-10",0.541859324214412
"ALYREF","NTC-10",0.372809670235054
"AMBRA1","NTC-10",0.557813024086184
"AMD1","NTC-10",0.233706279292821
"AMDHD2","NTC-10",0.983681690673057
"AMFR","NTC-10",0.621360697954118
"AMHR2","NTC-10",0.676811978070367
"AMIGO2","NTC-10",0.0368130703366283
"AMMECR1L","NTC-10",0.32888383501477
"AMMECR1","NTC-10",0.458358974836464
"AMN1","NTC-10",0.716696640882125
"AMOTL1","NTC-10",0.3415928015719
"AMPD2","NTC-10",0.0738481455038794
"AMPD3","NTC-10",0.754645602207839
"AMZ2","NTC-10",0.174613750519408
"AMZ2P1","NTC-10",0.374277152818965
"ANAPC10","NTC-10",0.550670056537217
"ANAPC11","NTC-10",0.381588758562828
"ANAPC13","NTC-10",0.187740529924554
"ANAPC15","NTC-10",0.115389020214571
"ANAPC16","NTC-10",0.79305448876335
"ANAPC1","NTC-10",0.796492219185454
"ANAPC2","NTC-10",0.729640904478229
"ANAPC4","NTC-10",0.238039281182452
"ANAPC5","NTC-10",0.929475254585609
"ANAPC7","NTC-10",0.442296894284019
"ANGEL1","NTC-10",0.821511900306004
"ANGEL2","NTC-10",0.0393564531877673
"ANGPT1","NTC-10",0.230549173267768
"ANK1","NTC-10",0.240055663570937
"ANK3","NTC-10",0.912523605988641
"ANKDD1A","NTC-10",0.61802698099344
"ANKEF1","NTC-10",0.326210493703364
"ANKFY1","NTC-10",0.759908550469082
"ANKHD1","NTC-10",0.0469468514887509
"ANKH","NTC-10",0.234911486044033
"ANKIB1","NTC-10",0.446836007952639
"ANKLE1","NTC-10",0.300681899433562
"ANKLE2","NTC-10",0.617617297218158
"ANKMY1","NTC-10",0.99682191952939
"ANKMY2","NTC-10",0.951042984270724
"ANKRA2","NTC-10",0.877991923017303
"ANKRD10","NTC-10",0.143984713882648
"ANKRD11","NTC-10",0.599066851647222
"ANKRD12","NTC-10",0.0848199878897603
"ANKRD13A","NTC-10",0.755938352004286
"ANKRD13B","NTC-10",0.0668147890556186
"ANKRD13C","NTC-10",0.0881928359741796
"ANKRD13D","NTC-10",0.86169298126249
"ANKRD16","NTC-10",0.869234043825167
"ANKRD17","NTC-10",0.0773815183969808
"ANKRD18B","NTC-10",0.510935298912843
"ANKRD18DP","NTC-10",0.466322254914353
"ANKRD20A11P","NTC-10",0.782129917041433
"ANKRD20A17P","NTC-10",0.664217883828232
"ANKRD20A1","NTC-10",0.770467479915161
"ANKRD20A21P","NTC-10",0.131836563091979
"ANKRD20A5P","NTC-10",0.566286045416169
"ANKRD20A8P","NTC-10",0.346387201538624
"ANKRD26","NTC-10",0.669757827492508
"ANKRD27","NTC-10",0.601640516364722
"ANKRD28","NTC-10",0.264528161139699
"ANKRD33B","NTC-10",0.537265978235257
"ANKRD33","NTC-10",0.347962895744775
"ANKRD36B","NTC-10",0.631212985419681
"ANKRD36BP2","NTC-10",0.0594657377516949
"ANKRD36C","NTC-10",0.880499743706208
"ANKRD36","NTC-10",0.736502127786319
"ANKRD37","NTC-10",0.110057480113478
"ANKRD39","NTC-10",0.977689623861494
"ANKRD40","NTC-10",0.884183002923264
"ANKRD42","NTC-10",0.0552360090079858
"ANKRD46","NTC-10",0.242708767746905
"ANKRD49","NTC-10",0.618371983255216
"ANKRD50","NTC-10",0.670567724938611
"ANKRD52","NTC-10",0.190317475786769
"ANKRD54","NTC-10",0.253885431515627
"ANKRD9","NTC-10",0.00416358241603219
"ANKS1A","NTC-10",0.56196292184754
"ANKS1B","NTC-10",0.901822652060095
"ANKS3","NTC-10",0.789692184863904
"ANKS6","NTC-10",0.976920527192461
"ANKZF1","NTC-10",0.421158272540907
"ANLN","NTC-10",0.249741646892186
"ANO10","NTC-10",0.575539557355933
"ANO5","NTC-10",0.909869070261049
"ANO6","NTC-10",0.302409163535007
"ANO8","NTC-10",0.184822476093837
"ANP32A","NTC-10",0.0513447459330415
"ANP32B","NTC-10",0.0174875580611826
"ANP32E","NTC-10",0.927866916991064
"ANTXR2","NTC-10",0.53031324293572
"ANXA11","NTC-10",0.432915793510728
"ANXA1","NTC-10",0.730129772745477
"ANXA2","NTC-10",0.492161182817948
"ANXA2R","NTC-10",0.435807494772601
"ANXA3","NTC-10",0.453496514510374
"ANXA4","NTC-10",0.024835553599217
"ANXA5","NTC-10",0.263963903859923
"ANXA6","NTC-10",0.871023897518946
"ANXA7","NTC-10",0.0670854240975287
"ANXA9","NTC-10",0.465265782504154
"AP1AR","NTC-10",0.805256403708694
"AP1B1","NTC-10",0.95610509757444
"AP1G1","NTC-10",0.837158053413901
"AP1G2","NTC-10",0.275298773188709
"AP1M1","NTC-10",0.575986466736544
"AP1S1","NTC-10",0.122272264566084
"AP1S2","NTC-10",0.306478960511901
"AP2A1","NTC-10",0.544456313171822
"AP2A2","NTC-10",0.0406764459929371
"AP2B1","NTC-10",0.482816635544713
"AP2M1","NTC-10",0.641179415468959
"AP2S1","NTC-10",0.934859276809189
"AP3B1","NTC-10",0.246036666319297
"AP3D1","NTC-10",0.439725117627216
"AP3M1","NTC-10",0.522583001816383
"AP3M2","NTC-10",0.168136853304107
"AP3S1","NTC-10",0.000788022250309255
"AP3S2","NTC-10",0.666832821161115
"AP4B1","NTC-10",0.678493107580837
"AP4E1","NTC-10",0.919243099003476
"AP4M1","NTC-10",0.181049756536617
"AP4S1","NTC-10",0.796039725438487
"AP5B1","NTC-10",0.871907254751915
"AP5M1","NTC-10",0.537092353526809
"AP5S1","NTC-10",0.675744111587446
"AP5Z1","NTC-10",0.0153818447585838
"APAF1","NTC-10",0.415271049676546
"APBA2","NTC-10",0.582217073148302
"APBA3","NTC-10",0.0634258763900513
"APBB3","NTC-10",0.799525853212758
"APC2","NTC-10",0.40591952747194
"APC","NTC-10",0.314766732511939
"APEH","NTC-10",0.0731612095483731
"APEX1","NTC-10",0.643987510374287
"APEX2","NTC-10",0.912125115862926
"APH1A","NTC-10",0.331918939366342
"APH1B","NTC-10",0.0402412551922431
"API5","NTC-10",0.794808918671153
"APIP","NTC-10",0.132654925963343
"APLP1","NTC-10",0.00922909312567506
"APLP2","NTC-10",0.515460640632225
"APMAP","NTC-10",0.663890815339793
"APOBEC3B","NTC-10",0.585781287903851
"APOBEC3C","NTC-10",0.49076910338714
"APOBEC3F","NTC-10",0.0315146557717437
"APOBEC3G","NTC-10",0.642930817321437
"APOC1","NTC-10",0.000159003170747909
"APOL1","NTC-10",0.774734966406381
"APOL2","NTC-10",0.344850667412315
"APOL4","NTC-10",0.91296148762838
"APOL6","NTC-10",0.126847526945824
"APOM","NTC-10",0.398502299020543
"APOOL","NTC-10",0.453344303517581
"APOO","NTC-10",0.271223145499094
"APPBP2","NTC-10",0.243909420751688
"APPL1","NTC-10",0.151967215612799
"APPL2","NTC-10",0.698204119539972
"APRT","NTC-10",0.188398841268222
"APTX","NTC-10",0.718038681818764
"AQP10","NTC-10",0.236880446261409
"AQP11","NTC-10",0.487311146578806
"AQP1","NTC-10",0.0283756854076422
"AQP3","NTC-10",0.121264456651646
"AQR","NTC-10",0.902407781524313
"ARAF","NTC-10",0.592335047238252
"ARAP1","NTC-10",0.416739556017509
"ARAP3","NTC-10",0.717333739642012
"ARCN1","NTC-10",0.426690118197362
"AREG","NTC-10",7.3564989754774e-06
"AREL1","NTC-10",0.808497064023744
"ARF1","NTC-10",0.590699734392761
"ARF3","NTC-10",0.980153857617869
"ARF4","NTC-10",0.0768688871667161
"ARF5","NTC-10",0.551933925542292
"ARF6","NTC-10",0.670218715131506
"ARFGAP1","NTC-10",0.899928875954958
"ARFGAP2","NTC-10",0.402024374867436
"ARFGAP3","NTC-10",0.164159846828234
"ARFGEF1","NTC-10",0.250018246259299
"ARFGEF2","NTC-10",0.683250895047123
"ARFIP1","NTC-10",0.702282715256191
